fabian	remolina	carnes	durham_lifspan	durham_fecundityw1	durham_fecundityw3	durham_fecundityw5	durham_fecundityw7	durham_fecundityLifetime	huang_DGRP	huang_AIP	ours_HS_C_1kb	ours_HS_1kb	ours_C_1kb	hoedjes_lifespan	hoedjes_diet	hoedjes_diet_lifespan	genAge_dmel
FBgn0029155	FBgn0001226	FBgn0264838	NA	NA	NA	NA	NA	NA	FBgn0003900	FBgn0263980	FBgn0051813	NA	NA	NA	NA	NA	NA
FBgn0051004	FBgn0001227	FBgn0264906	NA	NA	NA	NA	NA	NA	FBgn0260749	FBgn0263999	FBgn0051913	NA	NA	NA	NA	NA	NA
FBgn0040089	FBgn0001228	FBgn0264985	NA	NA	NA	NA	NA	NA	FBgn0039003	FBgn0264086	FBgn0051958	NA	NA	NA	NA	NA	NA
FBgn0039561	FBgn0001229	FBgn0264999	NA	NA	NA	NA	NA	NA	FBgn0010453	FBgn0264305	FBgn0051960	NA	NA	NA	NA	NA	NA
FBgn0261260	FBgn0001233	FBgn0265086	NA	NA	NA	NA	NA	NA	FBgn0011739	FBgn0264339	FBgn0052023	NA	NA	NA	NA	NA	NA
FBgn0264695	FBgn0031128	FBgn0265147	NA	NA	NA	NA	NA	NA	FBgn0016078	FBgn0264432	FBgn0052085	NA	NA	NA	NA	NA	NA
FBgn0261963	FBgn0028429	FBgn0265315	NA	NA	NA	NA	NA	NA	FBgn0035917	FBgn0264443	FBgn0052104	NA	NA	NA	NA	NA	NA
FBgn0002772	FBgn0261624	FBgn0265379	NA	NA	NA	NA	NA	NA	FBgn0039714	FBgn0264449	FBgn0052174	NA	NA	NA	NA	NA	NA
FBgn0023215	FBgn0044051	FBgn0265457	NA	NA	NA	NA	NA	NA	FBgn0260486	FBgn0264502	FBgn0052206	NA	NA	NA	NA	NA	NA
FBgn0262741	FBgn0036046	FBgn0265468	NA	NA	NA	NA	NA	NA	FBgn0052311	FBgn0264503	FBgn0052214	NA	NA	NA	NA	NA	NA
FBgn0032456	FBgn0044050	FBgn0265500	NA	NA	NA	NA	NA	NA	NA	FBgn0264540	FBgn0052221	NA	NA	NA	NA	NA	NA
FBgn0030786	FBgn0044049	FBgn0265526	NA	NA	NA	NA	NA	NA	NA	FBgn0264542	FBgn0052264	NA	NA	NA	NA	NA	NA
FBgn0053002	FBgn0044048	FBgn0265530	NA	NA	NA	NA	NA	NA	NA	FBgn0264894	FBgn0052296	NA	NA	NA	NA	NA	NA
FBgn0030686	FBgn0001254	FBgn0265551	NA	NA	NA	NA	NA	NA	NA	FBgn0265002	FBgn0052311	NA	NA	NA	NA	NA	NA
FBgn0002838	FBgn0260466	FBgn0265650	NA	NA	NA	NA	NA	NA	NA	FBgn0265186	FBgn0052313	NA	NA	NA	NA	NA	NA
FBgn0013301	FBgn0086613	FBgn0265659	NA	NA	NA	NA	NA	NA	NA	FBgn0265373	FBgn0052333	NA	NA	NA	NA	NA	NA
FBgn0035789	FBgn0035462	FBgn0265663	NA	NA	NA	NA	NA	NA	NA	FBgn0265413	FBgn0052406	NA	NA	NA	NA	NA	NA
FBgn0035847	FBgn0027107	FBgn0265677	NA	NA	NA	NA	NA	NA	NA	FBgn0032115	FBgn0052423	NA	NA	NA	NA	NA	NA
FBgn0261381	FBgn0036053	FBgn0265678	NA	NA	NA	NA	NA	NA	NA	FBgn0265595	FBgn0052440	NA	NA	NA	NA	NA	NA
FBgn0031000	FBgn0030385	FBgn0265699	NA	NA	NA	NA	NA	NA	NA	FBgn0039064	FBgn0052445	NA	NA	NA	NA	NA	NA
FBgn0040950	FBgn0053971	FBgn0265708	NA	NA	NA	NA	NA	NA	NA	FBgn0266099	FBgn0052479	NA	NA	NA	NA	NA	NA
FBgn0030999	FBgn0036010	FBgn0265709	NA	NA	NA	NA	NA	NA	NA	FBgn0266100	FBgn0052487	NA	NA	NA	NA	NA	NA
FBgn0004647	FBgn0038789	FBgn0265711	NA	NA	NA	NA	NA	NA	NA	FBgn0266354	FBgn0052488	NA	NA	NA	NA	NA	NA
FBgn0086778	FBgn0261984	FBgn0265712	NA	NA	NA	NA	NA	NA	NA	FBgn0266363	FBgn0052702	NA	NA	NA	NA	NA	NA
FBgn0031020	FBgn0040308	FBgn0265812	NA	NA	NA	NA	NA	NA	NA	FBgn0266364	FBgn0053017	NA	NA	NA	NA	NA	NA
FBgn0011817	FBgn0036004	FBgn0265813	NA	NA	NA	NA	NA	NA	NA	FBgn0031896	FBgn0053054	NA	NA	NA	NA	NA	NA
FBgn0016920	FBgn0031104	FBgn0265901	NA	NA	NA	NA	NA	NA	NA	FBgn0266417	FBgn0053087	NA	NA	NA	NA	NA	NA
FBgn0261675	FBgn0025820	FBgn0265926	NA	NA	NA	NA	NA	NA	NA	FBgn0266432	FBgn0053100	NA	NA	NA	NA	NA	NA
FBgn0039801	FBgn0004378	FBgn0265932	NA	NA	NA	NA	NA	NA	NA	FBgn0266434	FBgn0053136	NA	NA	NA	NA	NA	NA
FBgn0035461	FBgn0004379	FBgn0265941	NA	NA	NA	NA	NA	NA	NA	FBgn0266435	FBgn0053158	NA	NA	NA	NA	NA	NA
FBgn0024944	FBgn0004167	FBgn0265947	NA	NA	NA	NA	NA	NA	NA	FBgn0266443	FBgn0053196	NA	NA	NA	NA	NA	NA
FBgn0032433	FBgn0027334	FBgn0265979	NA	NA	NA	NA	NA	NA	NA	FBgn0266534	FBgn0053203	NA	NA	NA	NA	NA	NA
FBgn0030985	FBgn0010786	FBgn0265981	NA	NA	NA	NA	NA	NA	NA	FBgn0037843	FBgn0053207	NA	NA	NA	NA	NA	NA
FBgn0031109	FBgn0267348	FBgn0266026	NA	NA	NA	NA	NA	NA	NA	FBgn0266696	FBgn0053531	NA	NA	NA	NA	NA	NA
FBgn0031110	FBgn0041203	FBgn0266027	NA	NA	NA	NA	NA	NA	NA	FBgn0034734	FBgn0053558	NA	NA	NA	NA	NA	NA
FBgn0031111	FBgn0002562	FBgn0266068	NA	NA	NA	NA	NA	NA	NA	FBgn0267106	FBgn0053673	NA	NA	NA	NA	NA	NA
FBgn0011280	FBgn0004425	FBgn0266144	NA	NA	NA	NA	NA	NA	NA	FBgn0038740	FBgn0053767	NA	NA	NA	NA	NA	NA
FBgn0039685	FBgn0004426	FBgn0266145	NA	NA	NA	NA	NA	NA	NA	FBgn0037841	FBgn0053768	NA	NA	NA	NA	NA	NA
FBgn0031097	FBgn0004427	FBgn0266147	NA	NA	NA	NA	NA	NA	NA	FBgn0267255	FBgn0053769	NA	NA	NA	NA	NA	NA
FBgn0004102	FBgn0004428	FBgn0266148	NA	NA	NA	NA	NA	NA	NA	FBgn0034735	FBgn0053770	NA	NA	NA	NA	NA	NA
FBgn0041626	FBgn0004429	FBgn0266180	NA	NA	NA	NA	NA	NA	NA	FBgn0032166	FBgn0053771	NA	NA	NA	NA	NA	NA
FBgn0036009	FBgn0004430	FBgn0266199	NA	NA	NA	NA	NA	NA	NA	FBgn0035587	FBgn0053923	NA	NA	NA	NA	NA	NA
FBgn0067407	FBgn0004431	FBgn0266200	NA	NA	NA	NA	NA	NA	NA	FBgn0032590	FBgn0053958	NA	NA	NA	NA	NA	NA
FBgn0259834	FBgn0029003	FBgn0266279	NA	NA	NA	NA	NA	NA	NA	FBgn0032339	FBgn0053970	NA	NA	NA	NA	NA	NA
FBgn0030341	FBgn0002641	FBgn0266350	NA	NA	NA	NA	NA	NA	NA	FBgn0034733	FBgn0053988	NA	NA	NA	NA	NA	NA
FBgn0025809	FBgn0020633	FBgn0266401	NA	NA	NA	NA	NA	NA	NA	FBgn0034910	FBgn0054001	NA	NA	NA	NA	NA	NA
FBgn0026192	FBgn0038772	FBgn0266406	NA	NA	NA	NA	NA	NA	NA	FBgn0034909	FBgn0058178	NA	NA	NA	NA	NA	NA
FBgn0023216	FBgn0038760	FBgn0266676	NA	NA	NA	NA	NA	NA	NA	FBgn0038766	FBgn0058263	NA	NA	NA	NA	NA	NA
FBgn0036007	FBgn0025874	FBgn0266689	NA	NA	NA	NA	NA	NA	NA	FBgn0030803	FBgn0061469	NA	NA	NA	NA	NA	NA
FBgn0003041	FBgn0035247	FBgn0266701	NA	NA	NA	NA	NA	NA	NA	FBgn0031319	FBgn0063491	NA	NA	NA	NA	NA	NA
FBgn0016694	FBgn0266757	FBgn0266707	NA	NA	NA	NA	NA	NA	NA	FBgn0039010	FBgn0063492	NA	NA	NA	NA	NA	NA
FBgn0003068	FBgn0026060	FBgn0266767	NA	NA	NA	NA	NA	NA	NA	FBgn0032214	FBgn0063493	NA	NA	NA	NA	NA	NA
FBgn0022770	FBgn0262368	FBgn0266779	NA	NA	NA	NA	NA	NA	NA	FBgn0031322	FBgn0063494	NA	NA	NA	NA	NA	NA
FBgn0027621	FBgn0262415	FBgn0266810	NA	NA	NA	NA	NA	NA	NA	FBgn0038774	FBgn0063495	NA	NA	NA	NA	NA	NA
FBgn0036529	FBgn0021776	FBgn0266877	NA	NA	NA	NA	NA	NA	NA	FBgn0032637	FBgn0063496	NA	NA	NA	NA	NA	NA
FBgn0014869	FBgn0030395	FBgn0266925	NA	NA	NA	NA	NA	NA	NA	FBgn0039347	FBgn0066292	NA	NA	NA	NA	NA	NA
FBgn0030695	FBgn0014340	FBgn0266952	NA	NA	NA	NA	NA	NA	NA	FBgn0031317	FBgn0067102	NA	NA	NA	NA	NA	NA
FBgn0031091	FBgn0038662	FBgn0266953	NA	NA	NA	NA	NA	NA	NA	FBgn0032471	FBgn0083006	NA	NA	NA	NA	NA	NA
FBgn0035438	FBgn0011787	FBgn0266954	NA	NA	NA	NA	NA	NA	NA	FBgn0036576	FBgn0083028	NA	NA	NA	NA	NA	NA
FBgn0011754	FBgn0035272	FBgn0266976	NA	NA	NA	NA	NA	NA	NA	FBgn0036575	FBgn0083053	NA	NA	NA	NA	NA	NA
FBgn0004959	FBgn0038678	FBgn0267035	NA	NA	NA	NA	NA	NA	NA	FBgn0034351	FBgn0083054	NA	NA	NA	NA	NA	NA
FBgn0267350	FBgn0035209	FBgn0267037	NA	NA	NA	NA	NA	NA	NA	FBgn0034362	FBgn0083942	NA	NA	NA	NA	NA	NA
FBgn0261811	FBgn0035210	FBgn0267112	NA	NA	NA	NA	NA	NA	NA	FBgn0034363	FBgn0083945	NA	NA	NA	NA	NA	NA
FBgn0024315	FBgn0011361	FBgn0267113	NA	NA	NA	NA	NA	NA	NA	FBgn0032242	FBgn0083971	NA	NA	NA	NA	NA	NA
FBgn0004462	FBgn0040305	FBgn0267122	NA	NA	NA	NA	NA	NA	NA	FBgn0038944	FBgn0085218	NA	NA	NA	NA	NA	NA
FBgn0040079	FBgn0002869	FBgn0267159	NA	NA	NA	NA	NA	NA	NA	FBgn0038943	FBgn0085222	NA	NA	NA	NA	NA	NA
FBgn0003091	FBgn0038790	FBgn0267195	NA	NA	NA	NA	NA	NA	NA	FBgn0030838	FBgn0085230	NA	NA	NA	NA	NA	NA
FBgn0003093	FBgn0053192	FBgn0267196	NA	NA	NA	NA	NA	NA	NA	FBgn0039430	FBgn0085231	NA	NA	NA	NA	NA	NA
FBgn0039431	FBgn0052656	FBgn0267201	NA	NA	NA	NA	NA	NA	NA	FBgn0034364	FBgn0085235	NA	NA	NA	NA	NA	NA
FBgn0047095	FBgn0264272	FBgn0267202	NA	NA	NA	NA	NA	NA	NA	FBgn0034158	FBgn0085264	NA	NA	NA	NA	NA	NA
FBgn0051660	FBgn0010246	FBgn0267203	NA	NA	NA	NA	NA	NA	NA	FBgn0032444	FBgn0085290	NA	NA	NA	NA	NA	NA
FBgn0004957	FBgn0036039	FBgn0267220	NA	NA	NA	NA	NA	NA	NA	FBgn0039564	FBgn0085339	NA	NA	NA	NA	NA	NA
FBgn0023177	FBgn0051216	FBgn0267261	NA	NA	NA	NA	NA	NA	NA	FBgn0034911	FBgn0085341	NA	NA	NA	NA	NA	NA
FBgn0051105	FBgn0036414	FBgn0267270	NA	NA	NA	NA	NA	NA	NA	FBgn0031332	FBgn0085376	NA	NA	NA	NA	NA	NA
FBgn0035785	FBgn0261530	FBgn0267281	NA	NA	NA	NA	NA	NA	NA	FBgn0032208	FBgn0085384	NA	NA	NA	NA	NA	NA
FBgn0030795	FBgn0026404	FBgn0267289	NA	NA	NA	NA	NA	NA	NA	FBgn0038058	FBgn0085385	NA	NA	NA	NA	NA	NA
FBgn0051065	FBgn0266582	FBgn0267291	NA	NA	NA	NA	NA	NA	NA	FBgn0035943	FBgn0085410	NA	NA	NA	NA	NA	NA
FBgn0052792	FBgn0017430	FBgn0267306	NA	NA	NA	NA	NA	NA	NA	FBgn0035942	FBgn0085412	NA	NA	NA	NA	NA	NA
FBgn0003137	FBgn0029843	FBgn0267307	NA	NA	NA	NA	NA	NA	NA	FBgn0035293	FBgn0085414	NA	NA	NA	NA	NA	NA
FBgn0030057	FBgn0035993	FBgn0267311	NA	NA	NA	NA	NA	NA	NA	FBgn0034291	FBgn0085419	NA	NA	NA	NA	NA	NA
FBgn0030329	FBgn0002940	FBgn0036198	NA	NA	NA	NA	NA	NA	NA	FBgn0034290	FBgn0085422	NA	NA	NA	NA	NA	NA
FBgn0261976	FBgn0083975	FBgn0000377	NA	NA	NA	NA	NA	NA	NA	FBgn0032455	FBgn0085426	NA	NA	NA	NA	NA	NA
FBgn0030926	FBgn0002962	FBgn0024994	NA	NA	NA	NA	NA	NA	NA	FBgn0038866	FBgn0085427	NA	NA	NA	NA	NA	NA
FBgn0004370	FBgn0027785	FBgn0015925	NA	NA	NA	NA	NA	NA	NA	FBgn0031682	FBgn0085447	NA	NA	NA	NA	NA	NA
FBgn0004369	FBgn0261675	FBgn0000382	NA	NA	NA	NA	NA	NA	NA	FBgn0032167	FBgn0085455	NA	NA	NA	NA	NA	NA
FBgn0030964	FBgn0013342	FBgn0062413	NA	NA	NA	NA	NA	NA	NA	FBgn0028523	FBgn0085456	NA	NA	NA	NA	NA	NA
FBgn0031142	FBgn0035461	FBgn0030521	NA	NA	NA	NA	NA	NA	NA	FBgn0038873	FBgn0086254	NA	NA	NA	NA	NA	NA
FBgn0015789	FBgn0036059	FBgn0011204	NA	NA	NA	NA	NA	NA	NA	FBgn0032494	FBgn0086265	NA	NA	NA	NA	NA	NA
FBgn0031090	FBgn0013718	FBgn0015376	NA	NA	NA	NA	NA	NA	NA	FBgn0032587	FBgn0086358	NA	NA	NA	NA	NA	NA
FBgn0014011	FBgn0038722	FBgn0000395	NA	NA	NA	NA	NA	NA	NA	FBgn0031914	FBgn0086600	NA	NA	NA	NA	NA	NA
FBgn0015286	FBgn0263456	FBgn0086901	NA	NA	NA	NA	NA	NA	NA	FBgn0043455	FBgn0086604	NA	NA	NA	NA	NA	NA
FBgn0030801	FBgn0263232	FBgn0010382	NA	NA	NA	NA	NA	NA	NA	FBgn0034736	FBgn0086655	NA	NA	NA	NA	NA	NA
FBgn0261549	FBgn0031109	FBgn0015036	NA	NA	NA	NA	NA	NA	NA	FBgn0029826	FBgn0086676	NA	NA	NA	NA	NA	NA
FBgn0038946	FBgn0031110	FBgn0005670	NA	NA	NA	NA	NA	NA	NA	FBgn0029827	FBgn0086677	NA	NA	NA	NA	NA	NA
FBgn0266098	FBgn0031111	FBgn0023541	NA	NA	NA	NA	NA	NA	NA	FBgn0036747	FBgn0086690	NA	NA	NA	NA	NA	NA
FBgn0260442	FBgn0011280	FBgn0011576	NA	NA	NA	NA	NA	NA	NA	FBgn0030914	FBgn0086698	NA	NA	NA	NA	NA	NA
FBgn0030808	FBgn0031097	FBgn0015033	NA	NA	NA	NA	NA	NA	NA	FBgn0030913	FBgn0086906	NA	NA	NA	NA	NA	NA
FBgn0261461	FBgn0036009	FBgn0025641	NA	NA	NA	NA	NA	NA	NA	FBgn0036154	FBgn0087007	NA	NA	NA	NA	NA	NA
FBgn0026375	FBgn0036019	FBgn0019643	NA	NA	NA	NA	NA	NA	NA	FBgn0038720	FBgn0243516	NA	NA	NA	NA	NA	NA
FBgn0035574	FBgn0038798	FBgn0034072	NA	NA	NA	NA	NA	NA	NA	FBgn0028740	FBgn0250816	NA	NA	NA	NA	NA	NA
FBgn0026374	FBgn0264307	FBgn0033932	NA	NA	NA	NA	NA	NA	NA	FBgn0030870	FBgn0250833	NA	NA	NA	NA	NA	NA
FBgn0031006	FBgn0003011	FBgn0040212	NA	NA	NA	NA	NA	NA	NA	FBgn0032289	FBgn0250850	NA	NA	NA	NA	NA	NA
FBgn0027335	FBgn0035264	FBgn0013810	NA	NA	NA	NA	NA	NA	NA	FBgn0047038	FBgn0250867	NA	NA	NA	NA	NA	NA
FBgn0003267	FBgn0030341	FBgn0013811	NA	NA	NA	NA	NA	NA	NA	FBgn0032361	FBgn0259145	NA	NA	NA	NA	NA	NA
FBgn0017579	FBgn0015781	FBgn0261797	NA	NA	NA	NA	NA	NA	NA	FBgn0027550	FBgn0259151	NA	NA	NA	NA	NA	NA
FBgn0261606	FBgn0036005	FBgn0085358	NA	NA	NA	NA	NA	NA	NA	FBgn0036511	FBgn0259152	NA	NA	NA	NA	NA	NA
FBgn0014026	FBgn0036007	FBgn0011274	NA	NA	NA	NA	NA	NA	NA	FBgn0032513	FBgn0259163	NA	NA	NA	NA	NA	NA
FBgn0027494	FBgn0067864	FBgn0033885	NA	NA	NA	NA	NA	NA	NA	FBgn0037842	FBgn0259176	NA	NA	NA	NA	NA	NA
FBgn0034138	FBgn0259171	FBgn0001624	NA	NA	NA	NA	NA	NA	NA	FBgn0032369	FBgn0259178	NA	NA	NA	NA	NA	NA
FBgn0030789	FBgn0022770	FBgn0039683	NA	NA	NA	NA	NA	NA	NA	FBgn0035676	FBgn0259179	NA	NA	NA	NA	NA	NA
FBgn0024941	FBgn0013563	FBgn0000479	NA	NA	NA	NA	NA	NA	NA	FBgn0032638	FBgn0259185	NA	NA	NA	NA	NA	NA
FBgn0266019	FBgn0035233	FBgn0260866	NA	NA	NA	NA	NA	NA	NA	FBgn0036685	FBgn0259186	NA	NA	NA	NA	NA	NA
FBgn0083981	FBgn0035922	FBgn0037993	NA	NA	NA	NA	NA	NA	NA	FBgn0038917	FBgn0259202	NA	NA	NA	NA	NA	NA
FBgn0052351	FBgn0035405	FBgn0261871	NA	NA	NA	NA	NA	NA	NA	FBgn0032305	FBgn0259211	NA	NA	NA	NA	NA	NA
FBgn0030788	FBgn0035975	FBgn0035170	NA	NA	NA	NA	NA	NA	NA	FBgn0032395	FBgn0259212	NA	NA	NA	NA	NA	NA
FBgn0263289	FBgn0035976	FBgn0038282	NA	NA	NA	NA	NA	NA	NA	FBgn0038296	FBgn0259213	NA	NA	NA	NA	NA	NA
FBgn0003345	FBgn0035977	FBgn0015380	NA	NA	NA	NA	NA	NA	NA	FBgn0039069	FBgn0259236	NA	NA	NA	NA	NA	NA
FBgn0015541	FBgn0035438	FBgn0033791	NA	NA	NA	NA	NA	NA	NA	FBgn0034177	FBgn0259246	NA	NA	NA	NA	NA	NA
FBgn0067861	FBgn0035997	FBgn0027594	NA	NA	NA	NA	NA	NA	NA	FBgn0036843	FBgn0259697	NA	NA	NA	NA	NA	NA
FBgn0040336	FBgn0035435	FBgn0035434	NA	NA	NA	NA	NA	NA	NA	FBgn0036834	FBgn0259710	NA	NA	NA	NA	NA	NA
FBgn0011260	FBgn0086706	FBgn0052268	NA	NA	NA	NA	NA	NA	NA	FBgn0036820	FBgn0259711	NA	NA	NA	NA	NA	NA
FBgn0051632	FBgn0014006	FBgn0261046	NA	NA	NA	NA	NA	NA	NA	FBgn0032652	FBgn0259714	NA	NA	NA	NA	NA	NA
FBgn0004197	FBgn0040079	FBgn0039528	NA	NA	NA	NA	NA	NA	NA	FBgn0038290	FBgn0259716	NA	NA	NA	NA	NA	NA
FBgn0011834	FBgn0259680	FBgn0031464	NA	NA	NA	NA	NA	NA	NA	FBgn0038286	FBgn0259718	NA	NA	NA	NA	NA	NA
FBgn0003371	FBgn0250871	FBgn0000996	NA	NA	NA	NA	NA	NA	NA	FBgn0039026	FBgn0259725	NA	NA	NA	NA	NA	NA
FBgn0085387	FBgn0023177	FBgn0250837	NA	NA	NA	NA	NA	NA	NA	FBgn0038938	FBgn0259726	NA	NA	NA	NA	NA	NA
FBgn0031039	FBgn0261285	FBgn0020307	NA	NA	NA	NA	NA	NA	NA	FBgn0038099	FBgn0259727	NA	NA	NA	NA	NA	NA
FBgn0003392	FBgn0035458	FBgn0016930	NA	NA	NA	NA	NA	NA	NA	FBgn0032517	FBgn0259795	NA	NA	NA	NA	NA	NA
FBgn0263873	FBgn0024734	FBgn0264006	NA	NA	NA	NA	NA	NA	NA	FBgn0031961	FBgn0259822	NA	NA	NA	NA	NA	NA
FBgn0016061	FBgn0003149	FBgn0002632	NA	NA	NA	NA	NA	NA	NA	FBgn0030895	FBgn0259998	NA	NA	NA	NA	NA	NA
FBgn0032741	FBgn0026189	FBgn0011766	NA	NA	NA	NA	NA	NA	NA	FBgn0037099	FBgn0260003	NA	NA	NA	NA	NA	NA
FBgn0010762	FBgn0027784	FBgn0000542	NA	NA	NA	NA	NA	NA	NA	FBgn0030894	FBgn0260229	NA	NA	NA	NA	NA	NA
FBgn0051163	FBgn0261243	FBgn0262579	NA	NA	NA	NA	NA	NA	NA	FBgn0030892	FBgn0260230	NA	NA	NA	NA	NA	NA
FBgn0265523	FBgn0035194	FBgn0000547	NA	NA	NA	NA	NA	NA	NA	FBgn0036493	FBgn0260231	NA	NA	NA	NA	NA	NA
FBgn0264357	FBgn0243511	FBgn0023214	NA	NA	NA	NA	NA	NA	NA	FBgn0036214	FBgn0260659	NA	NA	NA	NA	NA	NA
FBgn0035815	FBgn0052133	FBgn0011217	NA	NA	NA	NA	NA	NA	NA	FBgn0036501	FBgn0260866	NA	NA	NA	NA	NA	NA
FBgn0065105	FBgn0003138	FBgn0001404	NA	NA	NA	NA	NA	NA	NA	FBgn0032286	FBgn0260934	NA	NA	NA	NA	NA	NA
FBgn0065084	FBgn0028577	FBgn0000564	NA	NA	NA	NA	NA	NA	NA	FBgn0037074	FBgn0260945	NA	NA	NA	NA	NA	NA
FBgn0086033	FBgn0004636	FBgn0015218	NA	NA	NA	NA	NA	NA	NA	FBgn0031374	FBgn0260995	NA	NA	NA	NA	NA	NA
FBgn0060291	FBgn0031142	FBgn0040368	NA	NA	NA	NA	NA	NA	NA	FBgn0037073	FBgn0261041	NA	NA	NA	NA	NA	NA
FBgn0003916	FBgn0015789	FBgn0026259	NA	NA	NA	NA	NA	NA	NA	FBgn0036179	FBgn0261046	NA	NA	NA	NA	NA	NA
FBgn0003922	FBgn0030391	FBgn0005640	NA	NA	NA	NA	NA	NA	NA	FBgn0036522	FBgn0261090	NA	NA	NA	NA	NA	NA
FBgn0003931	FBgn0262937	FBgn0000568	NA	NA	NA	NA	NA	NA	NA	FBgn0036176	FBgn0261243	NA	NA	NA	NA	NA	NA
FBgn0043022	FBgn0035255	FBgn0264490	NA	NA	NA	NA	NA	NA	NA	FBgn0038098	FBgn0261258	NA	NA	NA	NA	NA	NA
FBgn0263236	FBgn0010333	FBgn0004858	NA	NA	NA	NA	NA	NA	NA	FBgn0036173	FBgn0261439	NA	NA	NA	NA	NA	NA
FBgn0014031	FBgn0029840	FBgn0000578	NA	NA	NA	NA	NA	NA	NA	FBgn0036510	FBgn0261545	NA	NA	NA	NA	NA	NA
FBgn0264324	FBgn0004390	FBgn0264693	NA	NA	NA	NA	NA	NA	NA	FBgn0034432	FBgn0261556	NA	NA	NA	NA	NA	NA
FBgn0052382	FBgn0024194	FBgn0038874	NA	NA	NA	NA	NA	NA	NA	FBgn0031981	FBgn0261565	NA	NA	NA	NA	NA	NA
FBgn0029768	FBgn0064227	FBgn0000633	NA	NA	NA	NA	NA	NA	NA	FBgn0035805	FBgn0261588	NA	NA	NA	NA	NA	NA
FBgn0003495	FBgn0004244	FBgn0036134	NA	NA	NA	NA	NA	NA	NA	FBgn0036741	FBgn0261612	NA	NA	NA	NA	NA	NA
FBgn0010768	FBgn0030362	FBgn0011769	NA	NA	NA	NA	NA	NA	NA	FBgn0038256	FBgn0261635	NA	NA	NA	NA	NA	NA
FBgn0266521	FBgn0026376	FBgn0015222	NA	NA	NA	NA	NA	NA	NA	FBgn0030890	FBgn0261671	NA	NA	NA	NA	NA	NA
FBgn0030850	FBgn0003248	FBgn0038402	NA	NA	NA	NA	NA	NA	NA	FBgn0036738	FBgn0261674	NA	NA	NA	NA	NA	NA
FBgn0014391	FBgn0003249	FBgn0025519	NA	NA	NA	NA	NA	NA	NA	FBgn0036153	FBgn0261700	NA	NA	NA	NA	NA	NA
FBgn0003654	FBgn0260442	FBgn0264606	NA	NA	NA	NA	NA	NA	NA	FBgn0036528	FBgn0261799	NA	NA	NA	NA	NA	NA
FBgn0024187	FBgn0004635	FBgn0085397	NA	NA	NA	NA	NA	NA	NA	FBgn0036145	FBgn0261836	NA	NA	NA	NA	NA	NA
FBgn0038826	FBgn0031118	FBgn0035385	NA	NA	NA	NA	NA	NA	NA	FBgn0036926	FBgn0261953	NA	NA	NA	NA	NA	NA
FBgn0011708	FBgn0038747	FBgn0051774	NA	NA	NA	NA	NA	NA	NA	FBgn0035800	FBgn0261988	NA	NA	NA	NA	NA	NA
FBgn0004359	FBgn0028567	FBgn0029769	NA	NA	NA	NA	NA	NA	NA	FBgn0036686	FBgn0262103	NA	NA	NA	NA	NA	NA
FBgn0046689	FBgn0017579	FBgn0083228	NA	NA	NA	NA	NA	NA	NA	FBgn0026738	FBgn0262123	NA	NA	NA	NA	NA	NA
FBgn0266579	FBgn0026372	FBgn0016081	NA	NA	NA	NA	NA	NA	NA	FBgn0038248	FBgn0262185	NA	NA	NA	NA	NA	NA
FBgn0260938	FBgn0035422	FBgn0259878	NA	NA	NA	NA	NA	NA	NA	FBgn0036116	FBgn0262352	NA	NA	NA	NA	NA	NA
FBgn0027329	FBgn0005533	FBgn0004656	NA	NA	NA	NA	NA	NA	NA	FBgn0028534	FBgn0262359	NA	NA	NA	NA	NA	NA
FBgn0261697	FBgn0010408	FBgn0000810	NA	NA	NA	NA	NA	NA	NA	FBgn0039737	FBgn0262370	NA	NA	NA	NA	NA	NA
FBgn0030984	FBgn0003295	FBgn0004650	NA	NA	NA	NA	NA	NA	NA	FBgn0028533	FBgn0262479	NA	NA	NA	NA	NA	NA
FBgn0033652	FBgn0266019	FBgn0000928	NA	NA	NA	NA	NA	NA	NA	FBgn0035253	FBgn0262508	NA	NA	NA	NA	NA	NA
FBgn0000964	FBgn0003300	FBgn0001075	NA	NA	NA	NA	NA	NA	NA	FBgn0028499	FBgn0262511	NA	NA	NA	NA	NA	NA
FBgn0003716	FBgn0083981	FBgn0030327	NA	NA	NA	NA	NA	NA	NA	FBgn0035260	FBgn0262544	NA	NA	NA	NA	NA	NA
FBgn0262473	FBgn0259162	FBgn0036485	NA	NA	NA	NA	NA	NA	NA	FBgn0033362	FBgn0262579	NA	NA	NA	NA	NA	NA
FBgn0086899	FBgn0003302	FBgn0035217	NA	NA	NA	NA	NA	NA	NA	FBgn0034030	FBgn0262593	NA	NA	NA	NA	NA	NA
FBgn0003720	FBgn0035915	FBgn0023441	NA	NA	NA	NA	NA	NA	NA	FBgn0034033	FBgn0262623	NA	NA	NA	NA	NA	NA
FBgn0004885	FBgn0052351	FBgn0001083	NA	NA	NA	NA	NA	NA	NA	FBgn0034035	FBgn0262869	NA	NA	NA	NA	NA	NA
FBgn0003732	FBgn0043865	FBgn0001085	NA	NA	NA	NA	NA	NA	NA	FBgn0033673	FBgn0262872	NA	NA	NA	NA	NA	NA
FBgn0031701	FBgn0035195	FBgn0004516	NA	NA	NA	NA	NA	NA	NA	FBgn0035707	FBgn0262892	NA	NA	NA	NA	NA	NA
