fabian	remolina	carnes	durham_lifspan	durham_fecundityw1	durham_fecundityw3	durham_fecundityw5	durham_fecundityw7	durham_fecundityLifetime	huang_DGRP	huang_AIP	ours_HS_C_1kb	ours_HS_1kb	ours_C_1kb	hoedjes_lifespan	hoedjes_diet	hoedjes_diet_lifespan	genAge_dmel
FBgn0032586	FBgn0025682	FBgn0031873	NA	NA	NA	NA	NA	NA	NA	FBgn0037744	FBgn0262905	NA	NA	NA	NA	NA	NA
FBgn0027560	FBgn0030357	FBgn0038391	NA	NA	NA	NA	NA	NA	NA	FBgn0035813	FBgn0262970	NA	NA	NA	NA	NA	NA
FBgn0026319	FBgn0035390	FBgn0034199	NA	NA	NA	NA	NA	NA	NA	FBgn0035711	FBgn0262975	NA	NA	NA	NA	NA	NA
FBgn0039668	FBgn0004888	FBgn0035245	NA	NA	NA	NA	NA	NA	NA	FBgn0031990	FBgn0263018	NA	NA	NA	NA	NA	NA
FBgn0024277	FBgn0086348	FBgn0032340	NA	NA	NA	NA	NA	NA	NA	FBgn0035760	FBgn0263032	NA	NA	NA	NA	NA	NA
FBgn0051471	FBgn0052654	FBgn0050115	NA	NA	NA	NA	NA	NA	NA	FBgn0035733	FBgn0263033	NA	NA	NA	NA	NA	NA
FBgn0051914	FBgn0030350	FBgn0023081	NA	NA	NA	NA	NA	NA	NA	FBgn0030837	FBgn0263047	NA	NA	NA	NA	NA	NA
FBgn0051963	FBgn0011834	FBgn0011802	NA	NA	NA	NA	NA	NA	NA	FBgn0026577	FBgn0263048	NA	NA	NA	NA	NA	NA
FBgn0051971	FBgn0040475	FBgn0250823	NA	NA	NA	NA	NA	NA	NA	FBgn0033766	FBgn0263076	NA	NA	NA	NA	NA	NA
FBgn0052360	FBgn0085387	FBgn0020300	NA	NA	NA	NA	NA	NA	NA	FBgn0033702	FBgn0263113	NA	NA	NA	NA	NA	NA
FBgn0052363	FBgn0015296	FBgn0035266	NA	NA	NA	NA	NA	NA	NA	FBgn0025833	FBgn0263116	NA	NA	NA	NA	NA	NA
FBgn0052493	FBgn0030352	FBgn0001108	NA	NA	NA	NA	NA	NA	NA	FBgn0033674	FBgn0263197	NA	NA	NA	NA	NA	NA
FBgn0028889	FBgn0038788	FBgn0033799	NA	NA	NA	NA	NA	NA	NA	FBgn0033638	FBgn0263200	NA	NA	NA	NA	NA	NA
FBgn0003861	FBgn0052484	FBgn0001987	NA	NA	NA	NA	NA	NA	NA	FBgn0031746	FBgn0263217	NA	NA	NA	NA	NA	NA
FBgn0040334	FBgn0035968	FBgn0264000	NA	NA	NA	NA	NA	NA	NA	FBgn0036394	FBgn0263219	NA	NA	NA	NA	NA	NA
FBgn0035786	FBgn0016070	FBgn0020429	NA	NA	NA	NA	NA	NA	NA	FBgn0030809	FBgn0263236	NA	NA	NA	NA	NA	NA
FBgn0039530	FBgn0265523	FBgn0264574	NA	NA	NA	NA	NA	NA	NA	FBgn0030617	FBgn0263239	NA	NA	NA	NA	NA	NA
FBgn0039436	FBgn0038666	FBgn0013272	NA	NA	NA	NA	NA	NA	NA	FBgn0031762	FBgn0263336	NA	NA	NA	NA	NA	NA
FBgn0039469	FBgn0065081	FBgn0033995	NA	NA	NA	NA	NA	NA	NA	FBgn0035199	FBgn0263346	NA	NA	NA	NA	NA	NA
FBgn0039437	FBgn0065080	FBgn0045501	NA	NA	NA	NA	NA	NA	NA	FBgn0031738	FBgn0263376	NA	NA	NA	NA	NA	NA
FBgn0261671	FBgn0086047	FBgn0259211	NA	NA	NA	NA	NA	NA	NA	FBgn0028513	FBgn0263392	NA	NA	NA	NA	NA	NA
FBgn0031038	FBgn0082946	FBgn0034658	NA	NA	NA	NA	NA	NA	NA	FBgn0032913	FBgn0263395	NA	NA	NA	NA	NA	NA
FBgn0026076	FBgn0082945	FBgn0010226	NA	NA	NA	NA	NA	NA	NA	FBgn0032530	FBgn0263398	NA	NA	NA	NA	NA	NA
FBgn0040260	FBgn0082944	FBgn0031117	NA	NA	NA	NA	NA	NA	NA	FBgn0032514	FBgn0263445	NA	NA	NA	NA	NA	NA
FBgn0027603	FBgn0086069	FBgn0027790	NA	NA	NA	NA	NA	NA	NA	FBgn0032506	FBgn0263446	NA	NA	NA	NA	NA	NA
FBgn0039536	FBgn0086075	FBgn0008636	NA	NA	NA	NA	NA	NA	NA	FBgn0033086	FBgn0263472	NA	NA	NA	NA	NA	NA
FBgn0263352	FBgn0086072	FBgn0029082	NA	NA	NA	NA	NA	NA	NA	FBgn0032485	FBgn0263473	NA	NA	NA	NA	NA	NA
FBgn0053542	FBgn0086071	FBgn0041210	NA	NA	NA	NA	NA	NA	NA	FBgn0030598	FBgn0263476	NA	NA	NA	NA	NA	NA
FBgn0262526	FBgn0086070	FBgn0010113	NA	NA	NA	NA	NA	NA	NA	FBgn0030594	FBgn0263490	NA	NA	NA	NA	NA	NA
FBgn0040068	FBgn0086068	FBgn0001189	NA	NA	NA	NA	NA	NA	NA	FBgn0031826	FBgn0263510	NA	NA	NA	NA	NA	NA
FBgn0028671	FBgn0086670	FBgn0011276	NA	NA	NA	NA	NA	NA	NA	FBgn0032101	FBgn0263528	NA	NA	NA	NA	NA	NA
FBgn0027779	FBgn0082953	FBgn0263782	NA	NA	NA	NA	NA	NA	NA	FBgn0036433	FBgn0263541	NA	NA	NA	NA	NA	NA
FBgn0262468	FBgn0060292	FBgn0035160	NA	NA	NA	NA	NA	NA	NA	FBgn0027528	FBgn0263617	NA	NA	NA	NA	NA	NA
FBgn0024183	FBgn0060291	FBgn0034261	NA	NA	NA	NA	NA	NA	NA	FBgn0036663	FBgn0263629	NA	NA	NA	NA	NA	NA
FBgn0053544	FBgn0083987	FBgn0264562	NA	NA	NA	NA	NA	NA	NA	FBgn0038149	FBgn0263764	NA	NA	NA	NA	NA	NA
FBgn0016076	FBgn0003938	FBgn0034012	NA	NA	NA	NA	NA	NA	NA	FBgn0034784	FBgn0263771	NA	NA	NA	NA	NA	NA
FBgn0039620	FBgn0053504	FBgn0004838	NA	NA	NA	NA	NA	NA	NA	FBgn0034903	FBgn0263780	NA	NA	NA	NA	NA	NA
FBgn0027492	FBgn0261792	FBgn0038755	NA	NA	NA	NA	NA	NA	NA	FBgn0034844	FBgn0263864	NA	NA	NA	NA	NA	NA
FBgn0031782	FBgn0036411	FBgn0001216	NA	NA	NA	NA	NA	NA	NA	FBgn0034490	FBgn0263869	NA	NA	NA	NA	NA	NA
FBgn0030941	FBgn0042630	FBgn0034491	NA	NA	NA	NA	NA	NA	NA	FBgn0034807	FBgn0263873	NA	NA	NA	NA	NA	NA
FBgn0010194	FBgn0010768	FBgn0001223	NA	NA	NA	NA	NA	NA	NA	FBgn0038200	FBgn0263934	NA	NA	NA	NA	NA	NA
FBgn0030805	FBgn0035947	FBgn0001228	NA	NA	NA	NA	NA	NA	NA	FBgn0262160	FBgn0263976	NA	NA	NA	NA	NA	NA
FBgn0026313	FBgn0011509	FBgn0001230	NA	NA	NA	NA	NA	NA	NA	FBgn0030512	FBgn0263981	NA	NA	NA	NA	NA	NA
FBgn0035917	FBgn0036389	FBgn0001233	NA	NA	NA	NA	NA	NA	NA	FBgn0035726	FBgn0264000	NA	NA	NA	NA	NA	NA
NA	FBgn0016917	FBgn0033968	NA	NA	NA	NA	NA	NA	NA	FBgn0035380	FBgn0264001	NA	NA	NA	NA	NA	NA
NA	FBgn0020248	FBgn0014906	NA	NA	NA	NA	NA	NA	NA	FBgn0030746	FBgn0264002	NA	NA	NA	NA	NA	NA
NA	FBgn0003459	FBgn0264857	NA	NA	NA	NA	NA	NA	NA	FBgn0000303	FBgn0264089	NA	NA	NA	NA	NA	NA
NA	FBgn0014388	FBgn0013467	NA	NA	NA	NA	NA	NA	NA	FBgn0000319	FBgn0264272	NA	NA	NA	NA	NA	NA
NA	FBgn0038721	FBgn0001263	NA	NA	NA	NA	NA	NA	NA	FBgn0262595	FBgn0264273	NA	NA	NA	NA	NA	NA
NA	FBgn0038746	FBgn0085351	NA	NA	NA	NA	NA	NA	NA	FBgn0036783	FBgn0264339	NA	NA	NA	NA	NA	NA
NA	FBgn0031106	FBgn0260466	NA	NA	NA	NA	NA	NA	NA	FBgn0000307	FBgn0264360	NA	NA	NA	NA	NA	NA
NA	FBgn0011836	FBgn0034964	NA	NA	NA	NA	NA	NA	NA	FBgn0086758	FBgn0264370	NA	NA	NA	NA	NA	NA
NA	FBgn0026323	FBgn0027106	NA	NA	NA	NA	NA	NA	NA	FBgn0045761	FBgn0264442	NA	NA	NA	NA	NA	NA
NA	FBgn0030365	FBgn0034023	NA	NA	NA	NA	NA	NA	NA	FBgn0039328	FBgn0264490	NA	NA	NA	NA	NA	NA
NA	FBgn0267001	FBgn0050469	NA	NA	NA	NA	NA	NA	NA	FBgn0263132	FBgn0264512	NA	NA	NA	NA	NA	NA
NA	FBgn0023479	FBgn0050468	NA	NA	NA	NA	NA	NA	NA	FBgn0262582	FBgn0264606	NA	NA	NA	NA	NA	NA
NA	FBgn0011837	FBgn0050125	NA	NA	NA	NA	NA	NA	NA	FBgn0027598	FBgn0264707	NA	NA	NA	NA	NA	NA
NA	FBgn0262624	FBgn0035604	NA	NA	NA	NA	NA	NA	NA	FBgn0035533	FBgn0264719	NA	NA	NA	NA	NA	NA
NA	FBgn0030412	FBgn0036150	NA	NA	NA	NA	NA	NA	NA	FBgn0033987	FBgn0264753	NA	NA	NA	NA	NA	NA
NA	FBgn0038767	FBgn0024222	NA	NA	NA	NA	NA	NA	NA	FBgn0032979	FBgn0264815	NA	NA	NA	NA	NA	NA
NA	FBgn0035187	FBgn0036004	NA	NA	NA	NA	NA	NA	NA	FBgn0259152	FBgn0264828	NA	NA	NA	NA	NA	NA
NA	FBgn0051215	FBgn0031104	NA	NA	NA	NA	NA	NA	NA	FBgn0037015	FBgn0264884	NA	NA	NA	NA	NA	NA
NA	FBgn0051471	FBgn0027654	NA	NA	NA	NA	NA	NA	NA	FBgn0262975	FBgn0264907	NA	NA	NA	NA	NA	NA
NA	FBgn0052272	FBgn0034405	NA	NA	NA	NA	NA	NA	NA	FBgn0264077	FBgn0264908	NA	NA	NA	NA	NA	NA
NA	FBgn0052273	FBgn0039350	NA	NA	NA	NA	NA	NA	NA	FBgn0032833	FBgn0264979	NA	NA	NA	NA	NA	NA
NA	FBgn0052285	FBgn0266282	NA	NA	NA	NA	NA	NA	NA	FBgn0010105	FBgn0265002	NA	NA	NA	NA	NA	NA
NA	FBgn0052286	FBgn0003356	NA	NA	NA	NA	NA	NA	NA	FBgn0259236	FBgn0265045	NA	NA	NA	NA	NA	NA
NA	FBgn0052287	FBgn0263929	NA	NA	NA	NA	NA	NA	NA	FBgn0005775	FBgn0265069	NA	NA	NA	NA	NA	NA
NA	FBgn0052288	FBgn0028421	NA	NA	NA	NA	NA	NA	NA	FBgn0039994	FBgn0265087	NA	NA	NA	NA	NA	NA
NA	FBgn0052289	FBgn0015400	NA	NA	NA	NA	NA	NA	NA	FBgn0259173	FBgn0265180	NA	NA	NA	NA	NA	NA
NA	FBgn0052324	FBgn0019968	NA	NA	NA	NA	NA	NA	NA	FBgn0000283	FBgn0265187	NA	NA	NA	NA	NA	NA
NA	FBgn0052328	FBgn0028369	NA	NA	NA	NA	NA	NA	NA	FBgn0086690	FBgn0265190	NA	NA	NA	NA	NA	NA
NA	FBgn0052329	FBgn0001316	NA	NA	NA	NA	NA	NA	NA	FBgn0030394	FBgn0265191	NA	NA	NA	NA	NA	NA
NA	FBgn0052330	FBgn0004379	NA	NA	NA	NA	NA	NA	NA	FBgn0051876	FBgn0265253	NA	NA	NA	NA	NA	NA
NA	FBgn0011851	FBgn0001319	NA	NA	NA	NA	NA	NA	NA	FBgn0035510	FBgn0265268	NA	NA	NA	NA	NA	NA
NA	FBgn0011852	FBgn0266450	NA	NA	NA	NA	NA	NA	NA	FBgn0035511	FBgn0265297	NA	NA	NA	NA	NA	NA
NA	FBgn0011853	FBgn0020647	NA	NA	NA	NA	NA	NA	NA	FBgn0036618	FBgn0265313	NA	NA	NA	NA	NA	NA
NA	FBgn0011854	FBgn0004167	NA	NA	NA	NA	NA	NA	NA	FBgn0036619	FBgn0265356	NA	NA	NA	NA	NA	NA
NA	FBgn0011855	FBgn0015721	NA	NA	NA	NA	NA	NA	NA	FBgn0036878	FBgn0265369	NA	NA	NA	NA	NA	NA
NA	FBgn0052034	FBgn0041627	NA	NA	NA	NA	NA	NA	NA	FBgn0035311	FBgn0265487	NA	NA	NA	NA	NA	NA
NA	FBgn0012003	FBgn0259984	NA	NA	NA	NA	NA	NA	NA	FBgn0051386	FBgn0265510	NA	NA	NA	NA	NA	NA
NA	FBgn0012004	FBgn0001330	NA	NA	NA	NA	NA	NA	NA	FBgn0051562	FBgn0265537	NA	NA	NA	NA	NA	NA
NA	FBgn0035934	FBgn0001332	NA	NA	NA	NA	NA	NA	NA	FBgn0085364	FBgn0265540	NA	NA	NA	NA	NA	NA
NA	FBgn0003865	FBgn0027296	NA	NA	NA	NA	NA	NA	NA	FBgn0058172	FBgn0265542	NA	NA	NA	NA	NA	NA
NA	FBgn0029837	FBgn0028360	NA	NA	NA	NA	NA	NA	NA	FBgn0259996	FBgn0265578	NA	NA	NA	NA	NA	NA
NA	FBgn0035936	FBgn0028336	NA	NA	NA	NA	NA	NA	NA	FBgn0261706	FBgn0265591	NA	NA	NA	NA	NA	NA
NA	FBgn0043550	FBgn0010612	NA	NA	NA	NA	NA	NA	NA	FBgn0261708	FBgn0265593	NA	NA	NA	NA	NA	NA
NA	FBgn0002673	FBgn0010651	NA	NA	NA	NA	NA	NA	NA	FBgn0262107	FBgn0265594	NA	NA	NA	NA	NA	NA
NA	FBgn0015321	FBgn0261534	NA	NA	NA	NA	NA	NA	NA	FBgn0262142	FBgn0265607	NA	NA	NA	NA	NA	NA
NA	FBgn0011327	FBgn0010786	NA	NA	NA	NA	NA	NA	NA	FBgn0262148	FBgn0265625	NA	NA	NA	NA	NA	NA
NA	FBgn0030370	FBgn0002524	NA	NA	NA	NA	NA	NA	NA	FBgn0262616	FBgn0265626	NA	NA	NA	NA	NA	NA
NA	FBgn0035978	FBgn0016031	NA	NA	NA	NA	NA	NA	NA	FBgn0262622	FBgn0265627	NA	NA	NA	NA	NA	NA
NA	FBgn0083121	FBgn0000464	NA	NA	NA	NA	NA	NA	NA	FBgn0262903	FBgn0265645	NA	NA	NA	NA	NA	NA
NA	FBgn0038693	FBgn0034083	NA	NA	NA	NA	NA	NA	NA	FBgn0262990	FBgn0265745	NA	NA	NA	NA	NA	NA
NA	FBgn0030354	FBgn0002543	NA	NA	NA	NA	NA	NA	NA	FBgn0263019	FBgn0265801	NA	NA	NA	NA	NA	NA
NA	FBgn0036398	FBgn0040097	NA	NA	NA	NA	NA	NA	NA	FBgn0263290	FBgn0265802	NA	NA	NA	NA	NA	NA
NA	FBgn0035965	FBgn0263049	NA	NA	NA	NA	NA	NA	NA	FBgn0263343	FBgn0265833	NA	NA	NA	NA	NA	NA
NA	FBgn0030366	FBgn0041111	NA	NA	NA	NA	NA	NA	NA	FBgn0263381	FBgn0265841	NA	NA	NA	NA	NA	NA
NA	FBgn0026753	FBgn0034720	NA	NA	NA	NA	NA	NA	NA	FBgn0263499	FBgn0265977	NA	NA	NA	NA	NA	NA
NA	FBgn0262468	FBgn0035610	NA	NA	NA	NA	NA	NA	NA	FBgn0263615	FBgn0265991	NA	NA	NA	NA	NA	NA
NA	FBgn0263251	FBgn0083946	NA	NA	NA	NA	NA	NA	NA	FBgn0263650	FBgn0265998	NA	NA	NA	NA	NA	NA
NA	FBgn0045823	FBgn0051092	NA	NA	NA	NA	NA	NA	NA	FBgn0263651	FBgn0266010	NA	NA	NA	NA	NA	NA
NA	FBgn0260780	FBgn0052372	NA	NA	NA	NA	NA	NA	NA	FBgn0263663	FBgn0266042	NA	NA	NA	NA	NA	NA
NA	FBgn0038749	FBgn0029688	NA	NA	NA	NA	NA	NA	NA	FBgn0263767	FBgn0266046	NA	NA	NA	NA	NA	NA
NA	FBgn0261113	FBgn0029003	NA	NA	NA	NA	NA	NA	NA	FBgn0263870	FBgn0266047	NA	NA	NA	NA	NA	NA
NA	FBgn0027616	FBgn0011648	NA	NA	NA	NA	NA	NA	NA	FBgn0264268	FBgn0266065	NA	NA	NA	NA	NA	NA
NA	FBgn0035917	FBgn0002641	NA	NA	NA	NA	NA	NA	NA	FBgn0264346	FBgn0266084	NA	NA	NA	NA	NA	NA
NA	FBgn0036044	FBgn0002643	NA	NA	NA	NA	NA	NA	NA	FBgn0264349	FBgn0266100	NA	NA	NA	NA	NA	NA
NA	FBgn0035900	FBgn0267033	NA	NA	NA	NA	NA	NA	NA	FBgn0264366	FBgn0266129	NA	NA	NA	NA	NA	NA
NA	FBgn0035432	FBgn0029870	NA	NA	NA	NA	NA	NA	NA	FBgn0264367	FBgn0266137	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265487	NA	NA	NA	NA	NA	NA	NA	FBgn0264384	FBgn0266235	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0023549	NA	NA	NA	NA	NA	NA	NA	FBgn0264462	FBgn0266256	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0025874	NA	NA	NA	NA	NA	NA	NA	FBgn0264512	FBgn0266347	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035357	NA	NA	NA	NA	NA	NA	NA	FBgn0264675	FBgn0266379	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0032694	NA	NA	NA	NA	NA	NA	NA	FBgn0264700	FBgn0266396	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035247	NA	NA	NA	NA	NA	NA	NA	FBgn0264790	FBgn0266579	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004456	NA	NA	NA	NA	NA	NA	NA	FBgn0264818	FBgn0266622	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0026059	NA	NA	NA	NA	NA	NA	NA	FBgn0264839	FBgn0266636	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261963	NA	NA	NA	NA	NA	NA	NA	FBgn0264882	FBgn0266638	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0033846	NA	NA	NA	NA	NA	NA	NA	FBgn0264946	FBgn0266644	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0263514	NA	NA	NA	NA	NA	NA	NA	FBgn0264992	FBgn0266671	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004687	NA	NA	NA	NA	NA	NA	NA	FBgn0265062	FBgn0266676	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0263490	NA	NA	NA	NA	NA	NA	NA	FBgn0265066	FBgn0266696	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034051	NA	NA	NA	NA	NA	NA	NA	FBgn0265070	FBgn0266733	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0023215	NA	NA	NA	NA	NA	NA	NA	FBgn0265159	FBgn0266756	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0259481	NA	NA	NA	NA	NA	NA	NA	FBgn0265200	FBgn0266757	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0260660	NA	NA	NA	NA	NA	NA	NA	FBgn0265370	FBgn0266799	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035335	NA	NA	NA	NA	NA	NA	NA	255;FBgn0265370	FBgn0266810	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038923	NA	NA	NA	NA	NA	NA	NA	FBgn0265372	FBgn0266836	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0033907	NA	NA	NA	NA	NA	NA	NA	FBgn0265380	FBgn0266925	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0052296	NA	NA	NA	NA	NA	NA	NA	FBgn0265415	FBgn0266978	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0011666	NA	NA	NA	NA	NA	NA	NA	FBgn0265468	FBgn0267002	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0010909	NA	NA	NA	NA	NA	NA	NA	FBgn0265496	FBgn0267024	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261836	NA	NA	NA	NA	NA	NA	NA	FBgn0265530	FBgn0267197	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0020269	NA	NA	NA	NA	NA	NA	NA	FBgn0265541	FBgn0267198	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0027948	NA	NA	NA	NA	NA	NA	NA	FBgn0265582	FBgn0267199	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035331	NA	NA	NA	NA	NA	NA	NA	FBgn0265654	FBgn0267200	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0053548	NA	NA	NA	NA	NA	NA	NA	FBgn0265664	FBgn0267223	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0011361	NA	NA	NA	NA	NA	NA	NA	FBgn0265674	FBgn0267224	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0040305	NA	NA	NA	NA	NA	NA	NA	FBgn0265677	FBgn0267428	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035847	NA	NA	NA	NA	NA	NA	NA	FBgn0265684	FBgn0267429	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0262146	NA	NA	NA	NA	NA	NA	NA	FBgn0265687	FBgn0267430	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0010438	NA	NA	NA	NA	NA	NA	NA	FBgn0265691	FBgn0267431	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0028530	NA	NA	NA	NA	NA	NA	NA	FBgn0265692	FBgn0267487	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0025390	NA	NA	NA	NA	NA	NA	NA	FBgn0265707	FBgn0267613	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038492	NA	NA	NA	NA	NA	NA	NA	FBgn0265737	FBgn0267615	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0264272	NA	NA	NA	NA	NA	NA	NA	FBgn0265750	FBgn0267624	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0010246	NA	NA	NA	NA	NA	NA	NA	FBgn0265751	FBgn0267668	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0002917	NA	NA	NA	NA	NA	NA	NA	FBgn0265786	FBgn0267691	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0015519	NA	NA	NA	NA	NA	NA	NA	FBgn0265788	FBgn0267697	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0032151	NA	NA	NA	NA	NA	NA	NA	FBgn0265799	FBgn0267704	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0027553	NA	NA	NA	NA	NA	NA	NA	FBgn0265803	FBgn0267791	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0265416	NA	NA	NA	NA	NA	NA	NA	FBgn0265804	FBgn0267793	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0002940	NA	NA	NA	NA	NA	NA	NA	FBgn0265822	FBgn0267796	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0024321	NA	NA	NA	NA	NA	NA	NA	FBgn0265862	FBgn0267925	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0031866	NA	NA	NA	NA	NA	NA	NA	FBgn0265880	FBgn0267934	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0023542	NA	NA	NA	NA	NA	NA	NA	FBgn0265915	FBgn0267937	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0011817	NA	NA	NA	NA	NA	NA	NA	FBgn0265929	FBgn0267986	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0263968	NA	NA	NA	NA	NA	NA	NA	FBgn0265930	FBgn0283428	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0262738	NA	NA	NA	NA	NA	NA	NA	FBgn0265932	FBgn0283508	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0024320	NA	NA	NA	NA	NA	NA	NA	FBgn0265933	FBgn0283521	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0039154	NA	NA	NA	NA	NA	NA	NA	FBgn0265981	FBgn0283531	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0042201	NA	NA	NA	NA	NA	NA	NA	FBgn0266022	FBgn0283724	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0264975	NA	NA	NA	NA	NA	NA	NA	FBgn0266042	FBgn0284231	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0015777	NA	NA	NA	NA	NA	NA	NA	FBgn0266140	FBgn0284236	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034740	NA	NA	NA	NA	NA	NA	NA	FBgn0266142	FBgn0284243	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0013342	NA	NA	NA	NA	NA	NA	NA	FBgn0266153	FBgn0284247	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0267326	NA	NA	NA	NA	NA	NA	NA	FBgn0266158	FBgn0284250	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0024947	NA	NA	NA	NA	NA	NA	NA	FBgn0266199	FBgn0285917	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0085424	NA	NA	NA	NA	NA	NA	NA	FBgn0266206	FBgn0285944	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0036059	NA	NA	NA	NA	NA	NA	NA	FBgn0266207	FBgn0286070	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0027537	NA	NA	NA	NA	NA	NA	NA	FBgn0266222	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0032123	NA	NA	NA	NA	NA	NA	NA	FBgn0266225	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0034716	NA	NA	NA	NA	NA	NA	NA	FBgn0266254	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261613	NA	NA	NA	NA	NA	NA	NA	FBgn0266264	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0050145	NA	NA	NA	NA	NA	NA	NA	FBgn0266315	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038859	NA	NA	NA	NA	NA	NA	NA	FBgn0266348	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0004646	NA	NA	NA	NA	NA	NA	NA	FBgn0266365	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0023523	NA	NA	NA	NA	NA	NA	NA	FBgn0266389	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0028963	NA	NA	NA	NA	NA	NA	NA	FBgn0266414	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0038798	NA	NA	NA	NA	NA	NA	NA	FBgn0266457	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0015270	NA	NA	NA	NA	NA	NA	NA	FBgn0266588	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0261885	NA	NA	NA	NA	NA	NA	NA	FBgn0266589	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0035264	NA	NA	NA	NA	NA	NA	NA	FBgn0266680	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003016	NA	NA	NA	NA	NA	NA	NA	FBgn0266695	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0030294	NA	NA	NA	NA	NA	NA	NA	FBgn0266699	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0036005	NA	NA	NA	NA	NA	NA	NA	FBgn0266702	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0029878	NA	NA	NA	NA	NA	NA	NA	FBgn0266746	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0036007	NA	NA	NA	NA	NA	NA	NA	FBgn0266751	NA	NA	NA	NA	NA	NA	NA
NA	NA	FBgn0003048	NA	NA	NA	NA	NA	NA	NA	FBgn0266752	NA	NA	NA	NA	NA	NA	NA
