shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0266589	NA	NA	NA
NA	NA	FBgn0266590	NA	NA	NA
NA	NA	FBgn0266599	NA	NA	41840
NA	NA	FBgn0266625	NA	NA	NA
NA	NA	FBgn0266647	NA	NA	19835236
NA	NA	FBgn0266666	NA	NA	50428
NA	NA	FBgn0266667	NA	NA	38959
NA	NA	FBgn0266668	NA	NA	43163
NA	NA	FBgn0266669	NA	NA	39940
NA	NA	FBgn0266670	NA	NA	33563
NA	NA	FBgn0266671	NA	NA	37142
NA	NA	FBgn0266672	NA	NA	40712
NA	NA	FBgn0266673	NA	NA	42863
NA	NA	FBgn0266674	NA	NA	42499
NA	NA	FBgn0266681	NA	NA	NA
NA	NA	FBgn0266682	NA	NA	NA
NA	NA	FBgn0266690	NA	NA	NA
NA	NA	FBgn0266696	NA	NA	38306
NA	NA	FBgn0266697	NA	NA	NA
NA	NA	FBgn0266698	NA	NA	NA
NA	NA	FBgn0266700	NA	NA	NA
NA	NA	FBgn0266701	NA	NA	NA
NA	NA	FBgn0266708	NA	NA	36733
NA	NA	FBgn0266709	NA	NA	39481
NA	NA	FBgn0266711	NA	NA	37237
NA	NA	FBgn0266717	NA	NA	41260
NA	NA	FBgn0266719	NA	NA	43002
NA	NA	FBgn0266720	NA	NA	41193
NA	NA	FBgn0266721	NA	NA	41239
NA	NA	FBgn0266722	NA	NA	41866
NA	NA	FBgn0266723	NA	NA	36641
NA	NA	FBgn0266724	NA	NA	39769
NA	NA	FBgn0266726	NA	NA	NA
NA	NA	FBgn0266741	NA	NA	NA
NA	NA	FBgn0266742	NA	NA	NA
NA	NA	FBgn0266756	NA	NA	3346167
NA	NA	FBgn0266757	NA	NA	39016
NA	NA	FBgn0266758	NA	NA	42929
NA	NA	FBgn0266764	NA	NA	NA
NA	NA	FBgn0266766	NA	NA	NA
NA	NA	FBgn0266768	NA	NA	NA
NA	NA	FBgn0266769	NA	NA	NA
NA	NA	FBgn0266772	NA	NA	NA
NA	NA	FBgn0266773	NA	NA	NA
NA	NA	FBgn0266783	NA	NA	NA
NA	NA	FBgn0266785	NA	NA	NA
NA	NA	FBgn0266786	NA	NA	NA
NA	NA	FBgn0266788	NA	NA	NA
NA	NA	FBgn0266789	NA	NA	NA
NA	NA	FBgn0266790	NA	NA	NA
NA	NA	FBgn0266801	NA	NA	50003
NA	NA	FBgn0266802	NA	NA	NA
NA	NA	FBgn0266808	NA	NA	NA
NA	NA	FBgn0266812	NA	NA	NA
NA	NA	FBgn0266817	NA	NA	NA
NA	NA	FBgn0266819	NA	NA	NA
NA	NA	FBgn0266826	NA	NA	NA
NA	NA	FBgn0266832	NA	NA	NA
NA	NA	FBgn0266841	NA	NA	NA
NA	NA	FBgn0266848	NA	NA	33131
NA	NA	FBgn0266862	NA	NA	NA
NA	NA	FBgn0266873	NA	NA	NA
NA	NA	FBgn0266882	NA	NA	NA
NA	NA	FBgn0266886	NA	NA	NA
NA	NA	FBgn0266891	NA	NA	NA
NA	NA	FBgn0266897	NA	NA	NA
NA	NA	FBgn0266898	NA	NA	NA
NA	NA	FBgn0266916	NA	NA	41014
NA	NA	FBgn0266917	NA	NA	42048
NA	NA	FBgn0266918	NA	NA	38367
NA	NA	FBgn0266931	NA	NA	NA
NA	NA	FBgn0266951	NA	NA	NA
NA	NA	FBgn0266957	NA	NA	NA
NA	NA	FBgn0266958	NA	NA	NA
NA	NA	FBgn0266959	NA	NA	NA
NA	NA	FBgn0266962	NA	NA	19836228
NA	NA	FBgn0266966	NA	NA	NA
NA	NA	FBgn0266968	NA	NA	NA
NA	NA	FBgn0266972	NA	NA	NA
NA	NA	FBgn0266977	NA	NA	19834929
NA	NA	FBgn0266978	NA	NA	NA
NA	NA	FBgn0266979	NA	NA	NA
NA	NA	FBgn0266983	NA	NA	NA
NA	NA	FBgn0266985	NA	NA	NA
NA	NA	FBgn0267001	NA	NA	32183
NA	NA	FBgn0267002	NA	NA	36876
NA	NA	FBgn0267009	NA	NA	NA
NA	NA	FBgn0267021	NA	NA	NA
NA	NA	FBgn0267024	NA	NA	NA
NA	NA	FBgn0267033	NA	NA	32353
NA	NA	FBgn0267040	NA	NA	NA
NA	NA	FBgn0267046	NA	NA	19835900
NA	NA	FBgn0267062	NA	NA	NA
NA	NA	FBgn0267073	NA	NA	NA
NA	NA	FBgn0267097	NA	NA	NA
NA	NA	FBgn0267106	NA	NA	19835889
NA	NA	FBgn0267107	NA	NA	NA
NA	NA	FBgn0267120	NA	NA	NA
NA	NA	FBgn0267123	NA	NA	NA
NA	NA	FBgn0267127	NA	NA	NA
NA	NA	FBgn0267131	NA	NA	NA
NA	NA	FBgn0267145	NA	NA	NA
NA	NA	FBgn0267149	NA	NA	NA
NA	NA	FBgn0267179	NA	NA	NA
NA	NA	FBgn0267182	NA	NA	NA
NA	NA	FBgn0267190	NA	NA	NA
NA	NA	FBgn0267193	NA	NA	NA
NA	NA	FBgn0267194	NA	NA	NA
NA	NA	FBgn0267207	NA	NA	NA
NA	NA	FBgn0267212	NA	NA	NA
NA	NA	FBgn0267213	NA	NA	NA
NA	NA	FBgn0267214	NA	NA	NA
NA	NA	FBgn0267228	NA	NA	NA
NA	NA	FBgn0267236	NA	NA	19835258
NA	NA	FBgn0267252	NA	NA	45234
NA	NA	FBgn0267253	NA	NA	31896
NA	NA	FBgn0267307	NA	NA	NA
NA	NA	FBgn0267326	NA	NA	34046
NA	NA	FBgn0267330	NA	NA	34427
NA	NA	FBgn0267336	NA	NA	41217
NA	NA	FBgn0267337	NA	NA	40879
NA	NA	FBgn0267339	NA	NA	2768679
NA	NA	FBgn0267348	NA	NA	39118
NA	NA	FBgn0267350	NA	NA	31247
NA	NA	FBgn0267351	NA	NA	37188
NA	NA	FBgn0267363	NA	NA	5740846
NA	NA	FBgn0267365	NA	NA	34386
NA	NA	FBgn0267366	NA	NA	43343
NA	NA	FBgn0267376	NA	NA	41309
NA	NA	FBgn0267378	NA	NA	33402
NA	NA	FBgn0267384	NA	NA	44054
NA	NA	FBgn0267385	NA	NA	42620
NA	NA	FBgn0267390	NA	NA	39686
NA	NA	FBgn0267398	NA	NA	7354404
NA	NA	FBgn0267408	NA	NA	41894
NA	NA	FBgn0267422	NA	NA	NA
NA	NA	FBgn0267428	NA	NA	26067049
NA	NA	FBgn0267429	NA	NA	26067050
NA	NA	FBgn0267430	NA	NA	NA
NA	NA	FBgn0267431	NA	NA	26067052
NA	NA	FBgn0267432	NA	NA	26067053
NA	NA	FBgn0267433	NA	NA	26067054
NA	NA	FBgn0267435	NA	NA	43690
NA	NA	FBgn0267449	NA	NA	26067056
NA	NA	FBgn0267487	NA	NA	38160
NA	NA	FBgn0267488	NA	NA	44071
NA	NA	FBgn0267489	NA	NA	26067055
NA	NA	FBgn0267516	NA	NA	NA
NA	NA	FBgn0267585	NA	NA	NA
NA	NA	FBgn0267592	NA	NA	26067057
NA	NA	FBgn0267620	NA	NA	NA
NA	NA	FBgn0267665	NA	NA	NA
NA	NA	FBgn0267668	NA	NA	NA
NA	NA	FBgn0267681	NA	NA	NA
NA	NA	FBgn0267689	NA	NA	26067063
NA	NA	FBgn0267691	NA	NA	NA
NA	NA	FBgn0267698	NA	NA	44039
NA	NA	FBgn0267704	NA	NA	NA
NA	NA	FBgn0267707	NA	NA	NA
NA	NA	FBgn0267713	NA	NA	NA
NA	NA	FBgn0267726	NA	NA	26067065
NA	NA	FBgn0267727	NA	NA	34338
NA	NA	FBgn0267728	NA	NA	36284
NA	NA	FBgn0267730	NA	NA	NA
NA	NA	FBgn0267733	NA	NA	NA
NA	NA	FBgn0267755	NA	NA	NA
NA	NA	FBgn0267790	NA	NA	41138
NA	NA	FBgn0267791	NA	NA	43862
NA	NA	FBgn0267792	NA	NA	35843
NA	NA	FBgn0267794	NA	NA	NA
NA	NA	FBgn0267795	NA	NA	39561
NA	NA	FBgn0267796	NA	NA	26067066
NA	NA	FBgn0267816	NA	NA	NA
NA	NA	FBgn0267818	NA	NA	NA
NA	NA	FBgn0267821	NA	NA	34413
NA	NA	FBgn0267823	NA	NA	37638
NA	NA	FBgn0267824	NA	NA	26067067
NA	NA	FBgn0267828	NA	NA	26067068
NA	NA	FBgn0267849	NA	NA	36173
NA	NA	FBgn0267861	NA	NA	3354925
NA	NA	FBgn0267912	NA	NA	8674098
NA	NA	FBgn0267967	NA	NA	32739
NA	NA	FBgn0267969	NA	NA	NA
NA	NA	FBgn0267972	NA	NA	33369
NA	NA	FBgn0267975	NA	NA	42306
NA	NA	FBgn0267976	NA	NA	3355096
NA	NA	FBgn0267977	NA	NA	32480
NA	NA	FBgn0267978	NA	NA	35509
NA	NA	FBgn0267986	NA	NA	NA
NA	NA	FBgn0268063	NA	NA	38845
NA	NA	FBgn0270924	NA	NA	34292
NA	NA	FBgn0270925	NA	NA	42387
NA	NA	FBgn0270927	NA	NA	43746
NA	NA	FBgn0275436	NA	NA	36547
NA	NA	FBgn0278598	NA	NA	NA
NA	NA	FBgn0278604	NA	NA	41180
NA	NA	FBgn0278608	NA	NA	117294
NA	NA	FBgn0283427	NA	NA	33524
NA	NA	FBgn0283434	NA	NA	26067076
NA	NA	FBgn0283438	NA	NA	26067077
NA	NA	FBgn0283442	NA	NA	26067080
NA	NA	FBgn0283450	NA	NA	35656
NA	NA	FBgn0283461	NA	NA	38419
NA	NA	FBgn0283467	NA	NA	34892
NA	NA	FBgn0283468	NA	NA	42504
NA	NA	FBgn0283469	NA	NA	32777
NA	NA	FBgn0283471	NA	NA	32794
NA	NA	FBgn0283472	NA	NA	38654
NA	NA	FBgn0283473	NA	NA	45970
NA	NA	FBgn0283476	NA	NA	32785
NA	NA	FBgn0283477	NA	NA	53443
NA	NA	FBgn0283478	NA	NA	34294
NA	NA	FBgn0283480	NA	NA	37539
NA	NA	FBgn0283494	NA	NA	37834
NA	NA	FBgn0283499	NA	NA	42549
NA	NA	FBgn0283500	NA	NA	38137
NA	NA	FBgn0283501	NA	NA	NA
NA	NA	FBgn0283503	NA	NA	39558
NA	NA	FBgn0283508	NA	NA	3772015
NA	NA	FBgn0283509	NA	NA	37823
NA	NA	FBgn0283510	NA	NA	36033
NA	NA	FBgn0283521	NA	NA	44548
NA	NA	FBgn0283525	NA	NA	33293
NA	NA	FBgn0283531	NA	NA	33477
NA	NA	FBgn0283535	NA	NA	40679
NA	NA	FBgn0283536	NA	NA	42341
NA	NA	FBgn0283545	NA	NA	31264
NA	NA	FBgn0283626	NA	NA	NA
NA	NA	FBgn0283649	NA	NA	39735
NA	NA	FBgn0283651	NA	NA	34829
NA	NA	FBgn0283652	NA	NA	44392
NA	NA	FBgn0283657	NA	NA	318206
NA	NA	FBgn0283658	NA	NA	34021
NA	NA	FBgn0283659	NA	NA	34876
NA	NA	FBgn0283666	NA	NA	37850
NA	NA	FBgn0283680	NA	NA	32285
NA	NA	FBgn0283681	NA	NA	39811
NA	NA	FBgn0283682	NA	NA	34541
NA	NA	FBgn0283712	NA	NA	32207
NA	NA	FBgn0283728	NA	NA	318834
NA	NA	FBgn0283741	NA	NA	31136
NA	NA	FBgn0284082	NA	NA	19835256
NA	NA	FBgn0284220	NA	NA	35225
NA	NA	FBgn0284221	NA	NA	37066
NA	NA	FBgn0284243	NA	NA	37238
NA	NA	FBgn0284244	NA	NA	34731
NA	NA	FBgn0284245	NA	NA	36271
NA	NA	FBgn0284246	NA	NA	35536
NA	NA	FBgn0284247	NA	NA	33245
NA	NA	FBgn0284248	NA	NA	34996
NA	NA	FBgn0284249	NA	NA	47082
NA	NA	FBgn0284251	NA	NA	35374
NA	NA	FBgn0284252	NA	NA	37912
NA	NA	FBgn0284253	NA	NA	326262
NA	NA	FBgn0284254	NA	NA	36732
NA	NA	FBgn0284255	NA	NA	33864
NA	NA	FBgn0284256	NA	NA	35100
NA	NA	FBgn0284257	NA	NA	37119
NA	NA	FBgn0284408	NA	NA	45320
NA	NA	FBgn0284421	NA	NA	40260
NA	NA	FBgn0284435	NA	NA	3354987
NA	NA	FBgn0284436	NA	NA	35882
NA	NA	FBgn0284442	NA	NA	31449
NA	NA	FBgn0285879	NA	NA	64875
NA	NA	FBgn0285892	NA	NA	36027
NA	NA	FBgn0285896	NA	NA	39564
NA	NA	FBgn0024277	NA	NA	43974
NA	NA	FBgn0035196	NA	NA	38138
NA	NA	FBgn0035199	NA	NA	38141
NA	NA	FBgn0035203	NA	NA	38147
NA	NA	FBgn0035205	NA	NA	38149
NA	NA	FBgn0035207	NA	NA	38151
NA	NA	FBgn0010246	NA	NA	38153
NA	NA	FBgn0011361	NA	NA	38154
NA	NA	FBgn0010786	NA	NA	46140
NA	NA	FBgn0035227	NA	NA	38176
NA	NA	FBgn0028577	NA	NA	38173
NA	NA	FBgn0043458	NA	NA	192509
NA	NA	FBgn0020248	NA	NA	38169
NA	NA	FBgn0035213	NA	NA	38159
NA	NA	FBgn0035211	NA	NA	38157
NA	NA	FBgn0035210	NA	NA	38156
NA	NA	FBgn0035206	NA	NA	38150
NA	NA	FBgn0035204	NA	NA	38148
NA	NA	FBgn0010333	NA	NA	38146
NA	NA	FBgn0035194	NA	NA	38136
NA	NA	FBgn0004378	NA	NA	38135
NA	NA	FBgn0035229	NA	NA	38178
NA	NA	FBgn0041342	NA	NA	117353
NA	NA	FBgn0035231	NA	NA	38180
NA	NA	FBgn0035233	NA	NA	38182
NA	NA	FBgn0035236	NA	NA	38185
NA	NA	FBgn0035237	NA	NA	38186
NA	NA	FBgn0035244	NA	NA	38193
NA	NA	FBgn0013753	NA	NA	38198
NA	NA	FBgn0035248	NA	NA	38200
NA	NA	FBgn0025712	NA	NA	38203
NA	NA	FBgn0035252	NA	NA	38205
NA	NA	FBgn0035254	NA	NA	38207
NA	NA	FBgn0035260	NA	NA	38214
NA	NA	FBgn0035266	NA	NA	38221
NA	NA	FBgn0035267	NA	NA	38222
NA	NA	FBgn0035268	NA	NA	38224
NA	NA	FBgn0027903	NA	NA	38228
NA	NA	FBgn0035272	NA	NA	38230
NA	NA	FBgn0011573	NA	NA	38232
NA	NA	FBgn0035273	NA	NA	38233
NA	NA	FBgn0067864	NA	NA	44100
NA	NA	FBgn0027790	NA	NA	38238
NA	NA	FBgn0035280	NA	NA	38240
NA	NA	FBgn0035279	NA	NA	38239
NA	NA	FBgn0025820	NA	NA	38235
NA	NA	FBgn0035271	NA	NA	38229
NA	NA	FBgn0035270	NA	NA	38227
NA	NA	FBgn0013811	NA	NA	38226
NA	NA	FBgn0022702	NA	NA	38223
NA	NA	FBgn0035265	NA	NA	38220
NA	NA	FBgn0035264	NA	NA	38219
NA	NA	FBgn0027594	NA	NA	38218
NA	NA	FBgn0026372	NA	NA	38208
NA	NA	FBgn0035251	NA	NA	38204
NA	NA	FBgn0035249	NA	NA	38201
NA	NA	FBgn0025725	NA	NA	38199
NA	NA	FBgn0035247	NA	NA	38197
NA	NA	FBgn0013342	NA	NA	38196
NA	NA	FBgn0035243	NA	NA	38192
NA	NA	FBgn0035238	NA	NA	38187
NA	NA	FBgn0035235	NA	NA	38184
NA	NA	FBgn0035232	NA	NA	38181
NA	NA	FBgn0052313	NA	NA	317973
NA	NA	FBgn0035228	NA	NA	38177
NA	NA	FBgn0035283	NA	NA	38243
NA	NA	FBgn0035285	NA	NA	38246
NA	NA	FBgn0035294	NA	NA	38256
NA	NA	FBgn0035295	NA	NA	38258
NA	NA	FBgn0035298	NA	NA	38261
NA	NA	FBgn0035300	NA	NA	38264
NA	NA	FBgn0035299	NA	NA	38263
NA	NA	FBgn0027547	NA	NA	38262
NA	NA	FBgn0002872	NA	NA	38257
NA	NA	FBgn0035293	NA	NA	38255
NA	NA	FBgn0035290	NA	NA	38252
NA	NA	FBgn0035287	NA	NA	38249
NA	NA	FBgn0042712	NA	NA	117365
NA	NA	FBgn0004636	NA	NA	38244
NA	NA	FBgn0035282	NA	NA	38242
NA	NA	FBgn0035281	NA	NA	38241
NA	NA	FBgn0035313	NA	NA	38278
NA	NA	FBgn0035315	NA	NA	38280
NA	NA	FBgn0040507	NA	NA	38284
NA	NA	FBgn0052301	NA	NA	38285
NA	NA	FBgn0052305	NA	NA	317967
NA	NA	FBgn0015359	NA	NA	38287
NA	NA	FBgn0035323	NA	NA	38290
NA	NA	FBgn0035325	NA	NA	38292
NA	NA	FBgn0052302	NA	NA	38293
NA	NA	FBgn0035328	NA	NA	38295
NA	NA	FBgn0035332	NA	NA	38299
NA	NA	FBgn0035334	NA	NA	38301
NA	NA	FBgn0035336	NA	NA	38303
NA	NA	FBgn0035337	NA	NA	38304
NA	NA	FBgn0035335	NA	NA	38302
NA	NA	FBgn0035333	NA	NA	38300
NA	NA	FBgn0041709	NA	NA	38294
NA	NA	FBgn0000543	NA	NA	38291
NA	NA	FBgn0015360	NA	NA	38288
NA	NA	FBgn0035321	NA	NA	38286
NA	NA	FBgn0035318	NA	NA	38283
NA	NA	FBgn0035316	NA	NA	38281
NA	NA	FBgn0026593	NA	NA	48422
NA	NA	FBgn0035312	NA	NA	38277
NA	NA	FBgn0026570	NA	NA	48613
NA	NA	FBgn0035309	NA	NA	38274
NA	NA	FBgn0035308	NA	NA	38273
NA	NA	FBgn0016794	NA	NA	38321
NA	NA	FBgn0035355	NA	NA	38323
NA	NA	FBgn0035356	NA	NA	38325
NA	NA	FBgn0035359	NA	NA	38329
NA	NA	FBgn0035360	NA	NA	38330
NA	NA	FBgn0052296	NA	NA	38338
NA	NA	FBgn0027082	NA	NA	38331
NA	NA	FBgn0035358	NA	NA	38328
NA	NA	FBgn0011828	NA	NA	38326
NA	NA	FBgn0028504	NA	NA	38324
NA	NA	FBgn0010909	NA	NA	44030
NA	NA	FBgn0010905	NA	NA	46194
NA	NA	FBgn0035348	NA	NA	38315
NA	NA	FBgn0035370	NA	NA	38341
NA	NA	FBgn0044452	NA	NA	38344
NA	NA	FBgn0035374	NA	NA	38345
NA	NA	FBgn0035375	NA	NA	38346
NA	NA	FBgn0035383	NA	NA	38355
NA	NA	FBgn0035384	NA	NA	38356
NA	NA	FBgn0035385	NA	NA	38357
NA	NA	FBgn0035388	NA	NA	38360
NA	NA	FBgn0040308	NA	NA	53577
NA	NA	FBgn0052485	NA	NA	38363
NA	NA	FBgn0035392	NA	NA	38364
NA	NA	FBgn0035393	NA	NA	38365
NA	NA	FBgn0035397	NA	NA	38369
NA	NA	FBgn0035390	NA	NA	38362
NA	NA	FBgn0004372	NA	NA	45960
NA	NA	FBgn0052487	NA	NA	38358
NA	NA	FBgn0052488	NA	NA	326220
NA	NA	FBgn0035379	NA	NA	38350
NA	NA	FBgn0035372	NA	NA	38343
NA	NA	FBgn0035371	NA	NA	38342
NA	NA	FBgn0003938	NA	NA	NA
NA	NA	FBgn0035401	NA	NA	38374
NA	NA	FBgn0035405	NA	NA	38379
NA	NA	FBgn0024194	NA	NA	44098
NA	NA	FBgn0052280	NA	NA	317952
NA	NA	FBgn0052278	NA	NA	38382
NA	NA	FBgn0052284	NA	NA	317956
NA	NA	FBgn0035412	NA	NA	38386
NA	NA	FBgn0035413	NA	NA	38387
NA	NA	FBgn0001233	NA	NA	38389
NA	NA	FBgn0035416	NA	NA	38391
NA	NA	FBgn0035421	NA	NA	38396
NA	NA	FBgn0035423	NA	NA	38398
NA	NA	FBgn0035424	NA	NA	38399
NA	NA	FBgn0035427	NA	NA	38402
NA	NA	FBgn0035429	NA	NA	38404
NA	NA	FBgn0035430	NA	NA	38405
NA	NA	FBgn0035432	NA	NA	38407
NA	NA	FBgn0052279	NA	NA	38408
NA	NA	FBgn0052283	NA	NA	317955
NA	NA	FBgn0052282	NA	NA	317954
NA	NA	FBgn0035434	NA	NA	38409
NA	NA	FBgn0035439	NA	NA	38414
NA	NA	FBgn0004167	NA	NA	38418
NA	NA	FBgn0035443	NA	NA	38421
NA	NA	FBgn0035444	NA	NA	38422
NA	NA	FBgn0035445	NA	NA	38423
NA	NA	FBgn0027616	NA	NA	38420
NA	NA	FBgn0035440	NA	NA	38415
NA	NA	FBgn0035437	NA	NA	38412
NA	NA	FBgn0035435	NA	NA	38410
NA	NA	FBgn0035431	NA	NA	38406
NA	NA	FBgn0035425	NA	NA	38400
NA	NA	FBgn0035422	NA	NA	38397
NA	NA	FBgn0035420	NA	NA	38395
NA	NA	FBgn0047135	NA	NA	251645
NA	NA	FBgn0035415	NA	NA	38390
NA	NA	FBgn0035414	NA	NA	38388
NA	NA	FBgn0035410	NA	NA	38384
NA	NA	FBgn0035409	NA	NA	38383
NA	NA	FBgn0035407	NA	NA	38381
NA	NA	FBgn0035402	NA	NA	38375
NA	NA	FBgn0035400	NA	NA	38373
NA	NA	FBgn0026189	NA	NA	38372
NA	NA	FBgn0035398	NA	NA	38370
NA	NA	FBgn0005640	NA	NA	38433
NA	NA	FBgn0035452	NA	NA	38434
NA	NA	FBgn0035455	NA	NA	38437
NA	NA	FBgn0040694	NA	NA	50167
NA	NA	FBgn0001254	NA	NA	38432
NA	NA	FBgn0052267	NA	NA	317946
NA	NA	FBgn0035449	NA	NA	38429
NA	NA	FBgn0026259	NA	NA	44261
NA	NA	FBgn0014388	NA	NA	38424
NA	NA	FBgn0035462	NA	NA	38444
NA	NA	FBgn0035464	NA	NA	38446
NA	NA	FBgn0004888	NA	NA	38447
NA	NA	FBgn0004875	NA	NA	44543
NA	NA	FBgn0013751	NA	NA	38451
NA	NA	FBgn0026592	NA	NA	38452
NA	NA	FBgn0035469	NA	NA	38454
NA	NA	FBgn0035471	NA	NA	38457
NA	NA	FBgn0041147	NA	NA	45574
NA	NA	FBgn0004910	NA	NA	47878
NA	NA	FBgn0035473	NA	NA	38459
NA	NA	FBgn0035470	NA	NA	38455
NA	NA	FBgn0052263	NA	NA	317944
NA	NA	FBgn0052262	NA	NA	38445
NA	NA	FBgn0052264	NA	NA	38438
NA	NA	FBgn0035490	NA	NA	38479
NA	NA	FBgn0042179	NA	NA	59217
NA	NA	FBgn0035495	NA	NA	38485
NA	NA	FBgn0035496	NA	NA	38486
NA	NA	FBgn0035498	NA	NA	38488
NA	NA	FBgn0028484	NA	NA	38489
NA	NA	FBgn0003206	NA	NA	38494
NA	NA	FBgn0004552	NA	NA	38495
NA	NA	FBgn0035501	NA	NA	38496
NA	NA	FBgn0040696	NA	NA	50169
NA	NA	FBgn0003710	NA	NA	38504
NA	NA	FBgn0035515	NA	NA	38514
NA	NA	FBgn0011692	NA	NA	38515
NA	NA	FBgn0035517	NA	NA	38517
NA	NA	FBgn0035519	NA	NA	38519
NA	NA	FBgn0035521	NA	NA	38521
NA	NA	FBgn0035523	NA	NA	38523
NA	NA	FBgn0035526	NA	NA	38526
NA	NA	FBgn0015829	NA	NA	38527
NA	NA	FBgn0041630	NA	NA	38528
NA	NA	FBgn0035529	NA	NA	38530
NA	NA	FBgn0035528	NA	NA	38529
NA	NA	FBgn0035524	NA	NA	NA
NA	NA	FBgn0035520	NA	NA	38520
NA	NA	FBgn0035518	NA	NA	38518
NA	NA	FBgn0041171	NA	NA	38516
NA	NA	FBgn0001257	NA	NA	38513
NA	NA	FBgn0004574	NA	NA	38493
NA	NA	FBgn0035499	NA	NA	38490
NA	NA	FBgn0004516	NA	NA	38484
NA	NA	FBgn0016013	NA	NA	45577
NA	NA	FBgn0024179	NA	NA	44096
NA	NA	FBgn0035488	NA	NA	38477
NA	NA	FBgn0052251	NA	NA	326205
NA	NA	FBgn0052250	NA	NA	38532
NA	NA	FBgn0035534	NA	NA	38535
NA	NA	FBgn0035539	NA	NA	38540
NA	NA	FBgn0035540	NA	NA	38541
NA	NA	FBgn0035542	NA	NA	38543
NA	NA	FBgn0000038	NA	NA	38545
NA	NA	FBgn0035544	NA	NA	38546
NA	NA	FBgn0052249	NA	NA	317939
NA	NA	FBgn0035551	NA	NA	38553
NA	NA	FBgn0035552	NA	NA	38554
NA	NA	FBgn0035557	NA	NA	38560
NA	NA	FBgn0035558	NA	NA	38561
NA	NA	FBgn0015805	NA	NA	38565
NA	NA	FBgn0052243	NA	NA	317935
NA	NA	FBgn0014073	NA	NA	38559
NA	NA	FBgn0035553	NA	NA	38555
NA	NA	FBgn0052241	NA	NA	317934
NA	NA	FBgn0035546	NA	NA	38548
NA	NA	FBgn0035541	NA	NA	38542
NA	NA	FBgn0052240	NA	NA	317933
NA	NA	FBgn0035538	NA	NA	38539
NA	NA	FBgn0035537	NA	NA	38538
NA	NA	FBgn0035533	NA	NA	38534
NA	NA	FBgn0035532	NA	NA	38533
NA	NA	FBgn0066365	NA	NA	38531
NA	NA	FBgn0035574	NA	NA	38578
NA	NA	FBgn0027085	NA	NA	38581
NA	NA	FBgn0035581	NA	NA	38586
NA	NA	FBgn0035582	NA	NA	38587
NA	NA	FBgn0035583	NA	NA	38588
NA	NA	FBgn0028699	NA	NA	38589
NA	NA	FBgn0035578	NA	NA	38583
NA	NA	FBgn0042131	NA	NA	59169
NA	NA	FBgn0035575	NA	NA	38579
NA	NA	FBgn0035568	NA	NA	38572
NA	NA	FBgn0035567	NA	NA	38571
NA	NA	FBgn0005775	NA	NA	38590
NA	NA	FBgn0030234	NA	NA	32006
NA	NA	FBgn0030239	NA	NA	32013
NA	NA	FBgn0030240	NA	NA	32014
NA	NA	FBgn0030243	NA	NA	32017
NA	NA	FBgn0030244	NA	NA	32018
NA	NA	FBgn0030247	NA	NA	32022
NA	NA	FBgn0003965	NA	NA	32026
NA	NA	FBgn0030251	NA	NA	32027
NA	NA	FBgn0030257	NA	NA	32034
NA	NA	FBgn0030261	NA	NA	32038
NA	NA	FBgn0030260	NA	NA	32037
NA	NA	FBgn0030259	NA	NA	32036
NA	NA	FBgn0030258	NA	NA	32035
NA	NA	FBgn0030246	NA	NA	32021
NA	NA	FBgn0017561	NA	NA	32020
NA	NA	FBgn0030245	NA	NA	32019
NA	NA	FBgn0030242	NA	NA	32016
NA	NA	FBgn0030241	NA	NA	32015
NA	NA	FBgn0003321	NA	NA	43944
NA	NA	FBgn0025111	NA	NA	32008
NA	NA	FBgn0015245	NA	NA	32045
NA	NA	FBgn0028686	NA	NA	32047
NA	NA	FBgn0030269	NA	NA	32050
NA	NA	FBgn0030271	NA	NA	32052
NA	NA	FBgn0030272	NA	NA	32053
NA	NA	FBgn0030274	NA	NA	32055
NA	NA	FBgn0030276	NA	NA	32057
NA	NA	FBgn0030278	NA	NA	32060
NA	NA	FBgn0030280	NA	NA	32062
NA	NA	FBgn0030286	NA	NA	32070
NA	NA	FBgn0030290	NA	NA	32074
NA	NA	FBgn0030291	NA	NA	32075
NA	NA	FBgn0030292	NA	NA	32076
NA	NA	FBgn0030293	NA	NA	32077
NA	NA	FBgn0000499	NA	NA	32078
NA	NA	FBgn0030294	NA	NA	32079
NA	NA	FBgn0004864	NA	NA	32080
NA	NA	FBgn0030289	NA	NA	32073
NA	NA	FBgn0028421	NA	NA	32071
NA	NA	FBgn0001491	NA	NA	32069
NA	NA	FBgn0030277	NA	NA	32059
NA	NA	FBgn0026268	NA	NA	32058
NA	NA	FBgn0020255	NA	NA	44072
NA	NA	FBgn0030268	NA	NA	32049
NA	NA	FBgn0010391	NA	NA	47251
NA	NA	FBgn0030266	NA	NA	32046
NA	NA	FBgn0027359	NA	NA	32081
NA	NA	FBgn0030296	NA	NA	32084
NA	NA	FBgn0001145	NA	NA	32087
NA	NA	FBgn0030301	NA	NA	32090
NA	NA	FBgn0030304	NA	NA	32093
NA	NA	FBgn0030305	NA	NA	32094
NA	NA	FBgn0030306	NA	NA	32095
NA	NA	FBgn0052666	NA	NA	32097
NA	NA	FBgn0030310	NA	NA	32099
NA	NA	FBgn0030313	NA	NA	32103
NA	NA	FBgn0030314	NA	NA	32104
NA	NA	FBgn0030316	NA	NA	32106
