shared_DEG	gxe_DEG	allgenesdeg	shared_entrez	gxe_entrez	all_entrez
NA	NA	FBgn0034151	NA	NA	36871
NA	NA	FBgn0034132	NA	NA	36844
NA	NA	FBgn0011260	NA	NA	36846
NA	NA	FBgn0034135	NA	NA	36848
NA	NA	FBgn0034137	NA	NA	36850
NA	NA	FBgn0016131	NA	NA	36854
NA	NA	FBgn0003274	NA	NA	36855
NA	NA	FBgn0034145	NA	NA	36860
NA	NA	FBgn0024232	NA	NA	36862
NA	NA	FBgn0050463	NA	NA	246627
NA	NA	FBgn0024315	NA	NA	36865
NA	NA	FBgn0020506	NA	NA	36863
NA	NA	FBgn0040505	NA	NA	53425
NA	NA	FBgn0034143	NA	NA	36858
NA	NA	FBgn0034142	NA	NA	36857
NA	NA	FBgn0034141	NA	NA	36856
NA	NA	FBgn0034140	NA	NA	36853
NA	NA	FBgn0034138	NA	NA	36851
NA	NA	FBgn0034136	NA	NA	36849
NA	NA	FBgn0034133	NA	NA	NA
NA	NA	FBgn0034095	NA	NA	36801
NA	NA	FBgn0034097	NA	NA	36803
NA	NA	FBgn0053017	NA	NA	36811
NA	NA	FBgn0034103	NA	NA	36814
NA	NA	FBgn0034104	NA	NA	36815
NA	NA	FBgn0034110	NA	NA	36821
NA	NA	FBgn0034114	NA	NA	36825
NA	NA	FBgn0010611	NA	NA	44154
NA	NA	FBgn0034118	NA	NA	36830
NA	NA	FBgn0034126	NA	NA	36838
NA	NA	FBgn0034128	NA	NA	36840
NA	NA	FBgn0034129	NA	NA	36841
NA	NA	FBgn0034127	NA	NA	36839
NA	NA	FBgn0034122	NA	NA	36834
NA	NA	FBgn0034120	NA	NA	36832
NA	NA	FBgn0034117	NA	NA	36829
NA	NA	FBgn0050096	NA	NA	246454
NA	NA	FBgn0034113	NA	NA	36824
NA	NA	FBgn0034109	NA	NA	36820
NA	NA	FBgn0050099	NA	NA	36818
NA	NA	FBgn0050324	NA	NA	246540
NA	NA	FBgn0034105	NA	NA	36816
NA	NA	FBgn0001308	NA	NA	36810
NA	NA	FBgn0025519	NA	NA	36808
NA	NA	FBgn0034099	NA	NA	36805
NA	NA	FBgn0034098	NA	NA	36804
NA	NA	FBgn0034093	NA	NA	36799
NA	NA	FBgn0034091	NA	NA	36797
NA	NA	FBgn0034059	NA	NA	36759
NA	NA	FBgn0034060	NA	NA	36761
NA	NA	FBgn0034063	NA	NA	36764
NA	NA	FBgn0034065	NA	NA	36766
NA	NA	FBgn0034067	NA	NA	36768
NA	NA	FBgn0034069	NA	NA	36770
NA	NA	FBgn0034070	NA	NA	36771
NA	NA	FBgn0014020	NA	NA	36775
NA	NA	FBgn0034075	NA	NA	36778
NA	NA	FBgn0034076	NA	NA	36779
NA	NA	FBgn0010052	NA	NA	36780
NA	NA	FBgn0001124	NA	NA	36782
NA	NA	FBgn0050094	NA	NA	246452
NA	NA	FBgn0027091	NA	NA	36784
NA	NA	FBgn0034083	NA	NA	36788
NA	NA	FBgn0015754	NA	NA	36791
NA	NA	FBgn0034087	NA	NA	36793
NA	NA	FBgn0015295	NA	NA	44353
NA	NA	FBgn0034086	NA	NA	36792
NA	NA	FBgn0034085	NA	NA	36790
NA	NA	FBgn0034084	NA	NA	36789
NA	NA	FBgn0034073	NA	NA	36774
NA	NA	FBgn0034068	NA	NA	36769
NA	NA	FBgn0034066	NA	NA	36767
NA	NA	FBgn0010590	NA	NA	46058
NA	NA	FBgn0034061	NA	NA	36762
NA	NA	FBgn0020236	NA	NA	36760
NA	NA	FBgn0034058	NA	NA	36758
NA	NA	FBgn0034057	NA	NA	36757
NA	NA	FBgn0050090	NA	NA	246448
NA	NA	FBgn0050089	NA	NA	36736
NA	NA	FBgn0034046	NA	NA	36743
NA	NA	FBgn0034050	NA	NA	36749
NA	NA	FBgn0034052	NA	NA	36751
NA	NA	FBgn0034051	NA	NA	36750
NA	NA	FBgn0015247	NA	NA	36748
NA	NA	FBgn0034049	NA	NA	36747
NA	NA	FBgn0050085	NA	NA	246445
NA	NA	FBgn0022160	NA	NA	47611
NA	NA	FBgn0050083	NA	NA	246444
NA	NA	FBgn0034025	NA	NA	36717
NA	NA	FBgn0022097	NA	NA	44702
NA	NA	FBgn0034029	NA	NA	36722
NA	NA	FBgn0034031	NA	NA	36724
NA	NA	FBgn0050466	NA	NA	246629
NA	NA	FBgn0034035	NA	NA	36730
NA	NA	FBgn0023441	NA	NA	44095
NA	NA	FBgn0034033	NA	NA	36728
NA	NA	FBgn0024754	NA	NA	36726
NA	NA	FBgn0034032	NA	NA	36725
NA	NA	FBgn0034030	NA	NA	36723
NA	NA	FBgn0034027	NA	NA	36720
NA	NA	FBgn0019968	NA	NA	36718
NA	NA	FBgn0034021	NA	NA	36713
NA	NA	FBgn0013467	NA	NA	36681
NA	NA	FBgn0033996	NA	NA	36683
NA	NA	FBgn0034000	NA	NA	36687
NA	NA	FBgn0034002	NA	NA	36689
NA	NA	FBgn0003328	NA	NA	36692
NA	NA	FBgn0034005	NA	NA	36693
NA	NA	FBgn0004698	NA	NA	36697
NA	NA	FBgn0013750	NA	NA	36699
NA	NA	FBgn0034012	NA	NA	36702
NA	NA	FBgn0034013	NA	NA	36703
NA	NA	FBgn0026370	NA	NA	36706
NA	NA	FBgn0000996	NA	NA	47121
NA	NA	FBgn0011660	NA	NA	36705
NA	NA	FBgn0034011	NA	NA	36701
NA	NA	FBgn0034010	NA	NA	36700
NA	NA	FBgn0034008	NA	NA	36696
NA	NA	FBgn0034001	NA	NA	36688
NA	NA	FBgn0033999	NA	NA	36686
NA	NA	FBgn0033998	NA	NA	36685
NA	NA	FBgn0033995	NA	NA	36682
NA	NA	FBgn0033982	NA	NA	36667
NA	NA	FBgn0033984	NA	NA	36670
NA	NA	FBgn0033985	NA	NA	36671
NA	NA	FBgn0033987	NA	NA	36673
NA	NA	FBgn0033988	NA	NA	36674
NA	NA	FBgn0015371	NA	NA	36678
NA	NA	FBgn0033994	NA	NA	36680
NA	NA	FBgn0033993	NA	NA	36679
NA	NA	FBgn0033990	NA	NA	36676
NA	NA	FBgn0033989	NA	NA	36675
NA	NA	FBgn0033983	NA	NA	36669
NA	NA	FBgn0027596	NA	NA	36668
NA	NA	FBgn0033951	NA	NA	36626
NA	NA	FBgn0010388	NA	NA	36635
NA	NA	FBgn0012042	NA	NA	NA
NA	NA	FBgn0041581	NA	NA	36637
NA	NA	FBgn0050476	NA	NA	246638
NA	NA	FBgn0033961	NA	NA	36640
NA	NA	FBgn0015602	NA	NA	36645
NA	NA	FBgn0033968	NA	NA	36648
NA	NA	FBgn0033970	NA	NA	36650
NA	NA	FBgn0028434	NA	NA	36654
NA	NA	FBgn0033973	NA	NA	36656
NA	NA	FBgn0013773	NA	NA	49847
NA	NA	FBgn0015714	NA	NA	45556
NA	NA	FBgn0033978	NA	NA	36661
NA	NA	FBgn0033979	NA	NA	36662
NA	NA	FBgn0033980	NA	NA	36664
NA	NA	FBgn0013772	NA	NA	36666
NA	NA	FBgn0033981	NA	NA	36665
NA	NA	FBgn0013771	NA	NA	NA
NA	NA	FBgn0033972	NA	NA	36655
NA	NA	FBgn0027783	NA	NA	36653
NA	NA	FBgn0033971	NA	NA	36652
NA	NA	FBgn0016684	NA	NA	36651
NA	NA	FBgn0033969	NA	NA	36649
NA	NA	FBgn0001319	NA	NA	45318
NA	NA	FBgn0020767	NA	NA	36643
NA	NA	FBgn0033963	NA	NA	36642
NA	NA	FBgn0033960	NA	NA	36639
NA	NA	FBgn0028689	NA	NA	36638
NA	NA	FBgn0033958	NA	NA	36634
NA	NA	FBgn0020269	NA	NA	36632
NA	NA	FBgn0033954	NA	NA	36629
NA	NA	FBgn0033953	NA	NA	36628
NA	NA	FBgn0033952	NA	NA	36627
NA	NA	FBgn0033932	NA	NA	36601
NA	NA	FBgn0033933	NA	NA	36602
NA	NA	FBgn0033935	NA	NA	36604
NA	NA	FBgn0033936	NA	NA	36605
NA	NA	FBgn0050077	NA	NA	246439
NA	NA	FBgn0010638	NA	NA	46080
NA	NA	FBgn0033949	NA	NA	36624
NA	NA	FBgn0033948	NA	NA	36623
NA	NA	FBgn0026427	NA	NA	36621
NA	NA	FBgn0053468	NA	NA	2768833
NA	NA	FBgn0053469	NA	NA	2768832
NA	NA	FBgn0033945	NA	NA	36620
NA	NA	FBgn0019938	NA	NA	NA
NA	NA	FBgn0033942	NA	NA	36613
NA	NA	FBgn0013725	NA	NA	36606
NA	NA	FBgn0033934	NA	NA	36603
NA	NA	FBgn0033899	NA	NA	36562
NA	NA	FBgn0033901	NA	NA	36564
NA	NA	FBgn0033903	NA	NA	36566
NA	NA	FBgn0033904	NA	NA	36567
NA	NA	FBgn0033906	NA	NA	36569
NA	NA	FBgn0000289	NA	NA	36571
NA	NA	FBgn0033913	NA	NA	36577
NA	NA	FBgn0033916	NA	NA	36580
NA	NA	FBgn0033917	NA	NA	36581
NA	NA	FBgn0033918	NA	NA	36584
NA	NA	FBgn0027538	NA	NA	36585
NA	NA	FBgn0033924	NA	NA	36593
NA	NA	FBgn0033928	NA	NA	36597
NA	NA	FBgn0033929	NA	NA	36598
NA	NA	FBgn0050075	NA	NA	246437
NA	NA	FBgn0033926	NA	NA	36595
NA	NA	FBgn0033925	NA	NA	36594
NA	NA	FBgn0033921	NA	NA	36590
NA	NA	FBgn0033919	NA	NA	36586
NA	NA	FBgn0001220	NA	NA	36583
NA	NA	FBgn0033915	NA	NA	36579
NA	NA	FBgn0033912	NA	NA	36576
NA	NA	FBgn0005613	NA	NA	36575
NA	NA	FBgn0033907	NA	NA	36570
NA	NA	FBgn0033902	NA	NA	36565
NA	NA	FBgn0033900	NA	NA	36563
NA	NA	FBgn0040751	NA	NA	50224
NA	NA	FBgn0033897	NA	NA	36560
NA	NA	FBgn0013770	NA	NA	36546
NA	NA	FBgn0033891	NA	NA	36552
NA	NA	FBgn0002643	NA	NA	36555
NA	NA	FBgn0040752	NA	NA	50225
NA	NA	FBgn0020620	NA	NA	36554
NA	NA	FBgn0033890	NA	NA	36551
NA	NA	FBgn0033889	NA	NA	36550
NA	NA	FBgn0033888	NA	NA	36549
NA	NA	FBgn0033887	NA	NA	36548
NA	NA	FBgn0033886	NA	NA	36545
NA	NA	FBgn0033885	NA	NA	36543
NA	NA	FBgn0013733	NA	NA	36542
NA	NA	FBgn0033883	NA	NA	36540
NA	NA	FBgn0033859	NA	NA	36514
NA	NA	FBgn0033860	NA	NA	36515
NA	NA	FBgn0000633	NA	NA	36521
NA	NA	FBgn0033867	NA	NA	36523
NA	NA	FBgn0033869	NA	NA	36525
NA	NA	FBgn0033871	NA	NA	36528
NA	NA	FBgn0033872	NA	NA	36529
NA	NA	FBgn0033875	NA	NA	36532
NA	NA	FBgn0050484	NA	NA	36534
NA	NA	FBgn0050485	NA	NA	246644
NA	NA	FBgn0033879	NA	NA	36536
NA	NA	FBgn0033876	NA	NA	36533
NA	NA	FBgn0033873	NA	NA	36530
NA	NA	FBgn0000662	NA	NA	36527
NA	NA	FBgn0033861	NA	NA	36516
NA	NA	FBgn0041579	NA	NA	NA
NA	NA	FBgn0040477	NA	NA	36495
NA	NA	FBgn0033845	NA	NA	36498
NA	NA	FBgn0033846	NA	NA	36499
NA	NA	FBgn0014877	NA	NA	36508
NA	NA	FBgn0033855	NA	NA	36509
NA	NA	FBgn0033856	NA	NA	36510
NA	NA	FBgn0027581	NA	NA	36513
NA	NA	FBgn0053156	NA	NA	36507
NA	NA	FBgn0033853	NA	NA	36506
NA	NA	FBgn0004638	NA	NA	36497
NA	NA	FBgn0033844	NA	NA	36496
NA	NA	FBgn0033842	NA	NA	36494
NA	NA	FBgn0000119	NA	NA	44279
NA	NA	FBgn0033834	NA	NA	36485
NA	NA	FBgn0033830	NA	NA	36481
NA	NA	FBgn0033828	NA	NA	36479
NA	NA	FBgn0033792	NA	NA	36437
NA	NA	FBgn0020391	NA	NA	36445
NA	NA	FBgn0053138	NA	NA	326264
NA	NA	FBgn0027079	NA	NA	45783
NA	NA	FBgn0033806	NA	NA	36455
NA	NA	FBgn0033808	NA	NA	36457
NA	NA	FBgn0040754	NA	NA	NA
NA	NA	FBgn0011763	NA	NA	36461
NA	NA	FBgn0033813	NA	NA	36463
NA	NA	FBgn0033815	NA	NA	36465
NA	NA	FBgn0033817	NA	NA	36467
NA	NA	FBgn0033820	NA	NA	36471
NA	NA	FBgn0033821	NA	NA	36472
NA	NA	FBgn0033826	NA	NA	36477
NA	NA	FBgn0033819	NA	NA	36470
NA	NA	FBgn0033818	NA	NA	36469
NA	NA	FBgn0033816	NA	NA	36466
NA	NA	FBgn0033814	NA	NA	36464
NA	NA	FBgn0033812	NA	NA	36462
NA	NA	FBgn0043010	NA	NA	36460
NA	NA	FBgn0053182	NA	NA	318918
NA	NA	FBgn0033802	NA	NA	246682
NA	NA	FBgn0033799	NA	NA	36447
NA	NA	FBgn0033798	NA	NA	36446
NA	NA	FBgn0020370	NA	NA	36444
NA	NA	FBgn0033794	NA	NA	36439
NA	NA	FBgn0033793	NA	NA	36438
NA	NA	FBgn0000181	NA	NA	45827
NA	NA	FBgn0003975	NA	NA	36421
NA	NA	FBgn0033782	NA	NA	36424
NA	NA	FBgn0033785	NA	NA	36427
NA	NA	FBgn0033787	NA	NA	36430
NA	NA	FBgn0033791	NA	NA	36436
NA	NA	FBgn0033789	NA	NA	36434
NA	NA	FBgn0033788	NA	NA	36433
NA	NA	FBgn0005624	NA	NA	36431
NA	NA	FBgn0004512	NA	NA	36428
NA	NA	FBgn0033784	NA	NA	36426
NA	NA	FBgn0033783	NA	NA	36425
NA	NA	FBgn0033777	NA	NA	36415
NA	NA	FBgn0050486	NA	NA	246645
NA	NA	FBgn0050488	NA	NA	246647
NA	NA	FBgn0033775	NA	NA	36412
NA	NA	FBgn0011592	NA	NA	36377
NA	NA	FBgn0033753	NA	NA	36378
NA	NA	FBgn0003527	NA	NA	36380
NA	NA	FBgn0033755	NA	NA	36381
NA	NA	FBgn0027356	NA	NA	36383
NA	NA	FBgn0004435	NA	NA	36384
NA	NA	FBgn0028683	NA	NA	36387
NA	NA	FBgn0011604	NA	NA	36390
NA	NA	FBgn0033762	NA	NA	36393
NA	NA	FBgn0033763	NA	NA	36394
NA	NA	FBgn0033767	NA	NA	36398
NA	NA	FBgn0033770	NA	NA	36401
NA	NA	FBgn0026741	NA	NA	36406
NA	NA	FBgn0020930	NA	NA	36408
NA	NA	FBgn0033774	NA	NA	36410
NA	NA	FBgn0003326	NA	NA	36411
NA	NA	FBgn0040755	NA	NA	50228
NA	NA	FBgn0011227	NA	NA	45401
NA	NA	FBgn0026619	NA	NA	36405
NA	NA	FBgn0033773	NA	NA	36404
NA	NA	FBgn0033769	NA	NA	36400
NA	NA	FBgn0050052	NA	NA	36399
NA	NA	FBgn0033766	NA	NA	36397
NA	NA	FBgn0033761	NA	NA	36392
NA	NA	FBgn0033760	NA	NA	36391
NA	NA	FBgn0033757	NA	NA	36386
NA	NA	FBgn0022764	NA	NA	36382
NA	NA	FBgn0033754	NA	NA	36379
NA	NA	FBgn0033710	NA	NA	36333
NA	NA	FBgn0050203	NA	NA	246514
NA	NA	FBgn0050046	NA	NA	36334
NA	NA	FBgn0033715	NA	NA	36338
NA	NA	FBgn0033716	NA	NA	36339
NA	NA	FBgn0050047	NA	NA	246414
NA	NA	FBgn0050049	NA	NA	246416
NA	NA	FBgn0050043	NA	NA	246412
NA	NA	FBgn0053012	NA	NA	36342
NA	NA	FBgn0033721	NA	NA	36344
NA	NA	FBgn0050045	NA	NA	246413
NA	NA	FBgn0050042	NA	NA	36345
NA	NA	FBgn0033724	NA	NA	36347
NA	NA	FBgn0033725	NA	NA	36348
NA	NA	FBgn0033728	NA	NA	36351
NA	NA	FBgn0033729	NA	NA	36352
NA	NA	FBgn0033730	NA	NA	36353
NA	NA	FBgn0033731	NA	NA	36354
NA	NA	FBgn0033734	NA	NA	36357
NA	NA	FBgn0033735	NA	NA	36358
NA	NA	FBgn0050051	NA	NA	246418
NA	NA	FBgn0010238	NA	NA	36363
NA	NA	FBgn0033742	NA	NA	36366
NA	NA	FBgn0033744	NA	NA	36368
NA	NA	FBgn0033750	NA	NA	36374
NA	NA	FBgn0033752	NA	NA	36376
NA	NA	FBgn0033751	NA	NA	36375
NA	NA	FBgn0033749	NA	NA	36373
NA	NA	FBgn0033748	NA	NA	36372
NA	NA	FBgn0045063	NA	NA	250735
NA	NA	FBgn0033740	NA	NA	36364
NA	NA	FBgn0033738	NA	NA	36361
NA	NA	FBgn0033737	NA	NA	36360
NA	NA	FBgn0033733	NA	NA	36356
NA	NA	FBgn0033723	NA	NA	36346
NA	NA	FBgn0033717	NA	NA	36340
NA	NA	FBgn0033713	NA	NA	36336
NA	NA	FBgn0033677	NA	NA	36287
NA	NA	FBgn0024732	NA	NA	36290
NA	NA	FBgn0028407	NA	NA	36292
NA	NA	FBgn0033680	NA	NA	36294
NA	NA	FBgn0033683	NA	NA	36297
NA	NA	FBgn0027495	NA	NA	36299
NA	NA	FBgn0033686	NA	NA	36301
NA	NA	FBgn0033687	NA	NA	36303
NA	NA	FBgn0010621	NA	NA	36308
NA	NA	FBgn0033692	NA	NA	36311
NA	NA	FBgn0025454	NA	NA	36316
NA	NA	FBgn0033697	NA	NA	36318
NA	NA	FBgn0033701	NA	NA	36323
NA	NA	FBgn0033705	NA	NA	36327
NA	NA	FBgn0033706	NA	NA	36328
NA	NA	FBgn0000253	NA	NA	36329
NA	NA	FBgn0033702	NA	NA	36324
NA	NA	FBgn0033699	NA	NA	36321
NA	NA	FBgn0033698	NA	NA	36319
NA	NA	FBgn0033696	NA	NA	36317
NA	NA	FBgn0033691	NA	NA	36310
NA	NA	FBgn0033690	NA	NA	36309
NA	NA	FBgn0014184	NA	NA	36307
NA	NA	FBgn0033688	NA	NA	36304
NA	NA	FBgn0026176	NA	NA	36298
NA	NA	FBgn0033679	NA	NA	36293
NA	NA	FBgn0050039	NA	NA	246411
NA	NA	FBgn0004839	NA	NA	36283
NA	NA	FBgn0033653	NA	NA	36259
NA	NA	FBgn0033657	NA	NA	36263
NA	NA	FBgn0013756	NA	NA	36264
NA	NA	FBgn0033668	NA	NA	36276
NA	NA	FBgn0026573	NA	NA	36278
NA	NA	FBgn0033673	NA	NA	36282
NA	NA	FBgn0033672	NA	NA	36281
NA	NA	FBgn0011704	NA	NA	36280
NA	NA	FBgn0053145	NA	NA	36279
NA	NA	FBgn0050037	NA	NA	246409
NA	NA	FBgn0033669	NA	NA	36277
NA	NA	FBgn0033667	NA	NA	36275
NA	NA	FBgn0033663	NA	NA	36270
NA	NA	FBgn0033661	NA	NA	36268
NA	NA	FBgn0033659	NA	NA	36266
NA	NA	FBgn0033658	NA	NA	36265
NA	NA	FBgn0033656	NA	NA	36262
NA	NA	FBgn0033654	NA	NA	36260
NA	NA	FBgn0040491	NA	NA	36251
NA	NA	FBgn0062449	NA	NA	36253
NA	NA	FBgn0033649	NA	NA	36255
NA	NA	FBgn0010516	NA	NA	36252
NA	NA	FBgn0044020	NA	NA	36246
NA	NA	FBgn0033639	NA	NA	36244
NA	NA	FBgn0033638	NA	NA	36243
NA	NA	FBgn0033636	NA	NA	36241
NA	NA	FBgn0003396	NA	NA	36171
NA	NA	FBgn0037084	NA	NA	40373
NA	NA	FBgn0033584	NA	NA	36174
NA	NA	FBgn0050029	NA	NA	NA
NA	NA	FBgn0033598	NA	NA	36189
NA	NA	FBgn0033602	NA	NA	36193
NA	NA	FBgn0041174	NA	NA	53433
NA	NA	FBgn0033608	NA	NA	36200
NA	NA	FBgn0050033	NA	NA	246406
NA	NA	FBgn0033615	NA	NA	36208
NA	NA	FBgn0033616	NA	NA	36210
NA	NA	FBgn0003382	NA	NA	36213
NA	NA	FBgn0043470	NA	NA	36214
NA	NA	FBgn0010357	NA	NA	47901
NA	NA	FBgn0010358	NA	NA	36221
NA	NA	FBgn0015001	NA	NA	36223
NA	NA	FBgn0024188	NA	NA	44724
NA	NA	FBgn0041241	NA	NA	117345
NA	NA	FBgn0033627	NA	NA	36227
NA	NA	FBgn0033635	NA	NA	36237
NA	NA	FBgn0000581	NA	NA	36238
NA	NA	FBgn0082585	NA	NA	246397
NA	NA	FBgn0021795	NA	NA	45680
NA	NA	FBgn0001276	NA	NA	45881
NA	NA	FBgn0033624	NA	NA	36224
NA	NA	FBgn0033623	NA	NA	36222
NA	NA	FBgn0050025	NA	NA	246398
NA	NA	FBgn0010425	NA	NA	49080
NA	NA	FBgn0003863	NA	NA	48316
NA	NA	FBgn0011555	NA	NA	36218
NA	NA	FBgn0011554	NA	NA	36217
NA	NA	FBgn0011556	NA	NA	36216
NA	NA	FBgn0043471	NA	NA	36215
NA	NA	FBgn0025373	NA	NA	36209
NA	NA	FBgn0040763	NA	NA	50236
NA	NA	FBgn0015582	NA	NA	36203
NA	NA	FBgn0033610	NA	NA	36202
NA	NA	FBgn0033609	NA	NA	36201
NA	NA	FBgn0033607	NA	NA	36199
NA	NA	FBgn0033605	NA	NA	36197
NA	NA	FBgn0010423	NA	NA	36195
NA	NA	FBgn0033603	NA	NA	36194
NA	NA	FBgn0033600	NA	NA	36191
NA	NA	FBgn0033597	NA	NA	36188
NA	NA	FBgn0033593	NA	NA	36183
NA	NA	FBgn0033592	NA	NA	36182
NA	NA	FBgn0050021	NA	NA	36176
NA	NA	FBgn0033582	NA	NA	36172
NA	NA	FBgn0033572	NA	NA	36161
NA	NA	FBgn0033579	NA	NA	36168
NA	NA	FBgn0040765	NA	NA	2768719
NA	NA	FBgn0033574	NA	NA	36163
NA	NA	FBgn0033544	NA	NA	36129
NA	NA	FBgn0033547	NA	NA	36134
NA	NA	FBgn0033549	NA	NA	36136
NA	NA	FBgn0033551	NA	NA	36138
NA	NA	FBgn0029134	NA	NA	45269
NA	NA	FBgn0033555	NA	NA	36142
NA	NA	FBgn0033557	NA	NA	36144
NA	NA	FBgn0050020	NA	NA	36156
NA	NA	FBgn0033569	NA	NA	36158
NA	NA	FBgn0033571	NA	NA	36160
NA	NA	FBgn0033570	NA	NA	36159
NA	NA	FBgn0017414	NA	NA	36157
NA	NA	FBgn0010356	NA	NA	47900
NA	NA	FBgn0050016	NA	NA	246393
NA	NA	FBgn0050015	NA	NA	36147
NA	NA	FBgn0027525	NA	NA	36146
NA	NA	FBgn0033558	NA	NA	36145
NA	NA	FBgn0033556	NA	NA	36143
NA	NA	FBgn0033554	NA	NA	36141
NA	NA	FBgn0033550	NA	NA	36137
NA	NA	FBgn0033548	NA	NA	36135
NA	NA	FBgn0027499	NA	NA	36133
NA	NA	FBgn0053144	NA	NA	36131
NA	NA	FBgn0024956	NA	NA	36130
NA	NA	FBgn0033543	NA	NA	36128
NA	NA	FBgn0005586	NA	NA	36127
NA	NA	FBgn0033518	NA	NA	36098
NA	NA	FBgn0033520	NA	NA	246663
NA	NA	FBgn0001122	NA	NA	36104
NA	NA	FBgn0033527	NA	NA	36108
NA	NA	FBgn0033529	NA	NA	36111
NA	NA	FBgn0033528	NA	NA	36110
NA	NA	FBgn0033526	NA	NA	36107
NA	NA	FBgn0033523	NA	NA	36103
NA	NA	FBgn0033521	NA	NA	36101
NA	NA	FBgn0033519	NA	NA	36099
NA	NA	FBgn0033490	NA	NA	36065
NA	NA	FBgn0005619	NA	NA	36076
NA	NA	FBgn0033499	NA	NA	36078
NA	NA	FBgn0033500	NA	NA	36079
NA	NA	FBgn0033502	NA	NA	36082
NA	NA	FBgn0033504	NA	NA	36084
NA	NA	FBgn0033507	NA	NA	36087
NA	NA	FBgn0026403	NA	NA	36089
NA	NA	FBgn0028426	NA	NA	NA
NA	NA	FBgn0033498	NA	NA	36077
NA	NA	FBgn0000448	NA	NA	36073
NA	NA	FBgn0033494	NA	NA	36071
NA	NA	FBgn0033454	NA	NA	36019
NA	NA	FBgn0050010	NA	NA	246389
NA	NA	FBgn0033459	NA	NA	36024
NA	NA	FBgn0000715	NA	NA	NA
NA	NA	FBgn0033465	NA	NA	36031
NA	NA	FBgn0027619	NA	NA	36037
NA	NA	FBgn0033471	NA	NA	36038
NA	NA	FBgn0033473	NA	NA	36042
NA	NA	FBgn0033475	NA	NA	36044
NA	NA	FBgn0040773	NA	NA	50246
NA	NA	FBgn0033480	NA	NA	36050
NA	NA	FBgn0033483	NA	NA	36054
NA	NA	FBgn0033484	NA	NA	36056
NA	NA	FBgn0001291	NA	NA	36057
NA	NA	FBgn0003071	NA	NA	36060
NA	NA	FBgn0033486	NA	NA	36061
NA	NA	FBgn0010531	NA	NA	46035
NA	NA	FBgn0033485	NA	NA	36058
NA	NA	FBgn0033482	NA	NA	36053
NA	NA	FBgn0013435	NA	NA	36051
NA	NA	FBgn0033479	NA	NA	36049
NA	NA	FBgn0033476	NA	NA	36045
NA	NA	FBgn0033474	NA	NA	36043
NA	NA	FBgn0022382	NA	NA	36041
NA	NA	FBgn0033468	NA	NA	36035
NA	NA	FBgn0033467	NA	NA	36034
NA	NA	FBgn0011656	NA	NA	36032
NA	NA	FBgn0033464	NA	NA	36029
NA	NA	FBgn0033463	NA	NA	36028
NA	NA	FBgn0033460	NA	NA	36025
NA	NA	FBgn0011241	NA	NA	NA
NA	NA	FBgn0027580	NA	NA	36020
NA	NA	FBgn0050000	NA	NA	35995
NA	NA	FBgn0050005	NA	NA	246386
NA	NA	FBgn0260474	NA	NA	246384
NA	NA	FBgn0033439	NA	NA	35999
NA	NA	FBgn0033440	NA	NA	36000
NA	NA	FBgn0005614	NA	NA	36003
NA	NA	FBgn0033449	NA	NA	36012
NA	NA	FBgn0033451	NA	NA	36014
NA	NA	FBgn0023180	NA	NA	36017
NA	NA	FBgn0033450	NA	NA	36013
NA	NA	FBgn0033448	NA	NA	36011
NA	NA	FBgn0033447	NA	NA	36010
NA	NA	FBgn0050001	NA	NA	246383
NA	NA	FBgn0033446	NA	NA	36009
NA	NA	FBgn0023143	NA	NA	35998
NA	NA	FBgn0033438	NA	NA	35997
NA	NA	FBgn0033437	NA	NA	35996
NA	NA	FBgn0016970	NA	NA	48373
NA	NA	FBgn0041087	NA	NA	53558
NA	NA	FBgn0033413	NA	NA	35969
NA	NA	FBgn0017558	NA	NA	35970
NA	NA	FBgn0004360	NA	NA	35975
NA	NA	FBgn0033426	NA	NA	35984
NA	NA	FBgn0033428	NA	NA	35986
NA	NA	FBgn0025286	NA	NA	NA
NA	NA	FBgn0033434	NA	NA	35993
NA	NA	FBgn0033429	NA	NA	35987
NA	NA	FBgn0033427	NA	NA	35985
NA	NA	FBgn0033421	NA	NA	35979
NA	NA	FBgn0029092	NA	NA	35971
NA	NA	FBgn0016078	NA	NA	35966
NA	NA	FBgn0028473	NA	NA	35963
NA	NA	FBgn0033408	NA	NA	35962
NA	NA	FBgn0011746	NA	NA	35913
NA	NA	FBgn0025709	NA	NA	35914
NA	NA	FBgn0010220	NA	NA	35917
NA	NA	FBgn0033376	NA	NA	35921
NA	NA	FBgn0015838	NA	NA	35922
NA	NA	FBgn0033378	NA	NA	35924
NA	NA	FBgn0003612	NA	NA	35927
NA	NA	FBgn0033381	NA	NA	35928
NA	NA	FBgn0033382	NA	NA	35930
NA	NA	FBgn0050342	NA	NA	35934
NA	NA	FBgn0050344	NA	NA	246552
NA	NA	FBgn0050345	NA	NA	246553
NA	NA	FBgn0015561	NA	NA	35942
NA	NA	FBgn0033401	NA	NA	35953
NA	NA	FBgn0028408	NA	NA	35955
NA	NA	FBgn0033402	NA	NA	35956
NA	NA	FBgn0026326	NA	NA	35954
NA	NA	FBgn0033400	NA	NA	35952
NA	NA	FBgn0020621	NA	NA	35950
NA	NA	FBgn0033392	NA	NA	35943
NA	NA	FBgn0015477	NA	NA	35939
NA	NA	FBgn0033387	NA	NA	35935
