gene	both	hs	ctrl	sig	sigexon	signotexon	snptype
FBgn0266622	1	0	0	1	0	1	noexon
FBgn0264880	0	0	0	0	0	0	notsig
FBgn0000352	0	0	0	0	0	0	notsig
FBgn0033160	0	0	0	0	0	0	notsig
FBgn0041243	0	0	0	0	0	0	notsig
FBgn0283450	0	0	0	0	0	0	notsig
FBgn0265096	0	0	0	0	0	0	notsig
FBgn0033166	1	0	0	1	0	1	noexon
FBgn0033165	0	0	0	0	0	0	notsig
FBgn0262583	1	0	0	1	1	0	exon
FBgn0262948	0	0	0	0	0	0	notsig
FBgn0033167	0	0	0	0	0	0	notsig
FBgn0003460	0	0	0	0	0	0	notsig
FBgn0265097	0	0	0	0	0	0	notsig
FBgn0033168	0	0	0	0	0	0	notsig
FBgn0265098	0	0	0	0	0	0	notsig
FBgn0265099	0	0	0	0	0	0	notsig
FBgn0033169	0	0	0	0	0	0	notsig
FBgn0033170	0	0	0	0	0	0	notsig
FBgn0040513	0	0	0	0	0	0	notsig
FBgn0050503	0	0	0	0	0	0	notsig
FBgn0050502	0	0	0	0	0	0	notsig
FBgn0033174	0	0	0	0	0	0	notsig
FBgn0266859	0	0	0	0	0	0	notsig
FBgn0025885	0	0	0	0	0	0	notsig
FBgn0033177	0	0	0	0	0	0	notsig
FBgn0033178	0	0	0	0	0	0	notsig
FBgn0033179	0	0	0	0	0	0	notsig
FBgn0010548	1	0	0	1	1	0	exon
FBgn0259745	0	0	0	0	0	0	notsig
FBgn0263240	0	0	0	0	0	0	notsig
FBgn0263967	0	0	0	0	0	0	notsig
FBgn0033183	0	0	0	0	0	0	notsig
FBgn0015929	0	0	0	0	0	0	notsig
FBgn0261397	0	0	0	0	0	0	notsig
FBgn0033184	0	0	0	0	0	0	notsig
FBgn0025185	0	0	0	0	0	0	notsig
FBgn0033185	0	0	0	0	0	0	notsig
FBgn0033186	0	0	0	0	0	0	notsig
FBgn0033187	0	0	0	0	0	0	notsig
FBgn0022772	0	0	0	0	0	0	notsig
FBgn0033188	0	0	0	0	0	0	notsig
FBgn0265107	0	0	0	0	0	0	notsig
FBgn0264294	0	0	0	0	0	0	notsig
FBgn0033190	0	0	0	0	0	0	notsig
FBgn0033191	0	0	0	0	0	0	notsig
FBgn0033192	0	0	0	0	0	0	notsig
FBgn0050499	0	0	0	0	0	0	notsig
FBgn0004132	0	0	0	0	0	0	notsig
FBgn0033194	0	0	0	0	0	0	notsig
FBgn0266623	0	0	0	0	0	0	notsig
FBgn0004133	0	0	0	0	0	0	notsig
FBgn0033195	0	0	0	0	0	0	notsig
FBgn0261385	0	0	0	0	0	0	notsig
FBgn0033196	0	0	0	0	0	0	notsig
FBgn0265637	0	0	0	0	0	0	notsig
FBgn0263077	0	0	0	0	0	0	notsig
FBgn0266624	0	0	0	0	0	0	notsig
FBgn0263046	0	0	0	0	0	0	notsig
FBgn0033199	0	0	0	0	0	0	notsig
FBgn0028687	0	0	0	0	0	0	notsig
FBgn0050491	0	0	0	0	0	0	notsig
FBgn0050495	0	0	0	0	0	0	notsig
FBgn0033202	0	0	0	0	0	0	notsig
FBgn0033203	0	0	0	0	0	0	notsig
FBgn0033204	0	0	0	0	0	0	notsig
FBgn0033205	0	0	0	0	0	0	notsig
FBgn0033206	1	0	0	1	0	1	noexon
FBgn0033207	0	0	0	0	0	0	notsig
FBgn0033208	0	0	0	0	0	0	notsig
FBgn0033209	0	0	0	0	0	0	notsig
FBgn0033210	0	0	0	0	0	0	notsig
FBgn0033212	1	1	0	1	1	1	both
FBgn0050493	0	0	0	0	0	0	notsig
FBgn0050496	0	0	0	0	0	0	notsig
FBgn0085245	0	0	0	0	0	0	notsig
FBgn0003733	1	0	0	1	0	1	noexon
FBgn0033214	0	0	0	0	0	0	notsig
FBgn0263566	0	0	0	0	0	0	notsig
FBgn0033215	0	0	0	0	0	0	notsig
FBgn0033216	0	0	0	0	0	0	notsig
FBgn0042135	0	0	0	0	0	0	notsig
FBgn0050497	0	1	0	1	1	0	exon
FBgn0266526	0	1	0	1	1	0	exon
FBgn0000337	0	0	0	0	0	0	notsig
FBgn0266577	0	0	0	0	0	0	notsig
FBgn0015614	0	0	0	0	0	0	notsig
FBgn0033221	0	0	0	0	0	0	notsig
FBgn0033222	0	0	0	0	0	0	notsig
FBgn0001091	0	0	0	0	0	0	notsig
FBgn0002891	0	0	0	0	0	0	notsig
FBgn0033224	0	0	0	0	0	0	notsig
FBgn0003317	0	0	0	0	0	0	notsig
FBgn0033225	0	0	0	0	0	0	notsig
FBgn0033226	0	0	0	0	0	0	notsig
FBgn0029093	0	0	0	0	0	0	notsig
FBgn0050383	0	0	0	0	0	0	notsig
FBgn0003082	0	0	0	0	0	0	notsig
FBgn0033229	0	0	0	0	0	0	notsig
FBgn0040780	0	0	0	0	0	0	notsig
FBgn0085390	0	0	0	0	0	0	notsig
FBgn0050377	0	1	0	1	0	1	noexon
FBgn0033232	0	0	0	0	0	0	notsig
FBgn0015509	0	0	0	0	0	0	notsig
FBgn0026393	0	0	0	0	0	0	notsig
FBgn0033234	0	0	0	0	0	0	notsig
FBgn0050381	0	0	0	0	0	0	notsig
FBgn0023171	0	0	0	0	0	0	notsig
FBgn0026722	0	0	0	0	0	0	notsig
FBgn0033235	0	0	0	0	0	0	notsig
FBgn0050380	0	0	0	0	0	0	notsig
FBgn0050379	0	0	0	0	0	0	notsig
FBgn0033236	1	0	0	1	0	1	noexon
FBgn0085459	0	0	0	0	0	0	notsig
FBgn0085460	0	0	0	0	0	0	notsig
FBgn0033240	0	0	0	0	0	0	notsig
FBgn0033241	0	0	0	0	0	0	notsig
FBgn0026361	0	0	0	0	0	0	notsig
FBgn0027548	0	0	0	0	0	0	notsig
FBgn0033243	0	0	0	0	0	0	notsig
FBgn0033244	0	0	0	0	0	0	notsig
FBgn0027054	1	0	0	1	1	0	exon
FBgn0033246	0	1	0	1	1	0	exon
FBgn0033247	0	0	0	0	0	0	notsig
FBgn0265299	0	0	0	0	0	0	notsig
FBgn0033248	0	1	0	1	0	1	noexon
FBgn0027788	1	0	0	1	1	0	exon
FBgn0033249	0	0	0	0	0	0	notsig
FBgn0013307	0	0	0	0	0	0	notsig
FBgn0013308	0	0	0	0	0	0	notsig
FBgn0033250	0	0	0	0	0	0	notsig
FBgn0263572	0	0	0	0	0	0	notsig
FBgn0266805	0	0	0	0	0	0	notsig
FBgn0263970	0	0	0	0	0	0	notsig
FBgn0025360	0	0	0	0	0	1	noexon
FBgn0033252	0	0	0	0	0	0	notsig
FBgn0020279	0	0	0	0	0	0	notsig
FBgn0021814	0	0	0	0	0	0	notsig
FBgn0025469	0	1	0	1	1	0	exon
FBgn0028563	0	0	0	0	0	0	notsig
FBgn0028562	0	0	0	0	0	0	notsig
FBgn0028561	1	0	0	1	1	0	exon
FBgn0033257	0	0	0	0	0	0	notsig
FBgn0033258	0	0	0	0	0	0	notsig
FBgn0033259	0	0	0	0	0	0	notsig
FBgn0033260	0	0	0	0	0	0	notsig
FBgn0033261	0	0	0	0	0	0	notsig
FBgn0050372	0	0	0	0	0	0	notsig
FBgn0033264	0	0	0	0	0	0	notsig
FBgn0033265	0	0	0	0	0	0	notsig
FBgn0033266	0	0	0	0	0	0	notsig
FBgn0260390	1	0	0	1	1	0	exon
FBgn0260398	1	0	0	1	1	0	exon
FBgn0005648	0	0	0	0	0	0	notsig
FBgn0033268	0	0	0	0	0	0	notsig
FBgn0263593	0	1	0	1	1	0	exon
FBgn0010504	0	0	0	0	0	0	notsig
FBgn0264877	0	0	0	0	0	0	notsig
FBgn0050374	0	0	0	0	0	0	notsig
FBgn0050297	0	0	0	0	0	0	notsig
FBgn0033271	0	0	0	0	0	0	notsig
FBgn0033272	0	0	0	0	0	0	notsig
FBgn0021995	0	0	0	0	0	0	notsig
FBgn0050373	0	0	0	0	0	0	notsig
FBgn0033273	0	0	0	0	0	0	notsig
FBgn0011659	0	0	0	0	0	0	notsig
FBgn0033274	0	0	0	0	0	0	notsig
FBgn0053087	1	0	0	1	1	1	both
FBgn0033275	1	0	0	1	1	0	exon
FBgn0085246	0	0	0	0	0	0	notsig
FBgn0010109	0	0	0	0	0	0	notsig
FBgn0265302	0	0	0	0	0	0	notsig
FBgn0013726	0	0	0	0	0	0	notsig
FBgn0265303	0	0	0	0	0	0	notsig
FBgn0265638	0	0	0	0	0	0	notsig
FBgn0265639	1	0	0	1	0	1	noexon
FBgn0265632	0	0	0	0	0	0	notsig
FBgn0033277	0	0	0	0	0	0	notsig
FBgn0050369	0	0	0	0	0	0	notsig
FBgn0033278	0	0	0	0	0	0	notsig
FBgn0033279	0	0	0	0	0	0	notsig
FBgn0033280	0	0	0	0	0	0	notsig
FBgn0050376	0	0	0	0	0	0	notsig
FBgn0050375	0	0	0	0	0	0	notsig
FBgn0050371	0	0	0	0	0	0	notsig
FBgn0265307	0	0	0	0	0	0	notsig
FBgn0262440	1	0	0	1	0	1	noexon
FBgn0265640	0	0	0	0	0	0	notsig
FBgn0265641	0	0	0	0	0	0	notsig
FBgn0265642	0	0	0	0	0	0	notsig
FBgn0265643	0	0	0	0	0	0	notsig
FBgn0261588	1	1	0	1	0	1	noexon
FBgn0033283	0	0	0	0	0	0	notsig
FBgn0050364	0	0	0	0	0	0	notsig
FBgn0050365	0	0	0	0	0	0	notsig
FBgn0250827	0	0	0	0	0	0	notsig
FBgn0050363	0	0	0	0	0	0	notsig
FBgn0050366	0	0	0	0	0	0	notsig
FBgn0050362	0	0	0	0	0	0	notsig
FBgn0033286	1	0	0	1	1	0	exon
FBgn0033287	0	1	0	1	1	0	exon
FBgn0033289	1	0	0	1	1	0	exon
FBgn0262988	0	0	0	0	0	0	notsig
FBgn0028836	0	0	0	0	0	0	notsig
FBgn0002531	0	0	0	0	0	0	notsig
FBgn0002533	0	0	0	0	0	0	notsig
FBgn0002534	0	0	0	0	0	0	notsig
FBgn0002535	0	0	0	0	0	0	notsig
FBgn0033292	0	0	0	0	0	0	notsig
FBgn0014469	0	0	0	0	0	0	notsig
FBgn0262316	0	0	0	0	0	0	notsig
FBgn0015034	0	0	0	0	0	0	notsig
FBgn0002570	0	0	0	0	0	0	notsig
FBgn0002569	0	0	0	0	0	0	notsig
FBgn0002571	0	0	0	0	0	0	notsig
FBgn0033294	0	0	0	0	0	0	notsig
FBgn0050359	0	0	0	0	0	0	notsig
FBgn0050360	0	0	0	0	0	0	notsig
FBgn0033296	0	0	0	0	0	0	notsig
FBgn0033297	0	0	0	0	0	0	notsig
FBgn0050361	1	0	0	1	0	1	noexon
FBgn0265306	0	0	0	0	0	0	notsig
FBgn0033301	0	0	0	0	0	0	notsig
FBgn0266846	0	0	0	0	0	0	notsig
FBgn0033302	0	0	0	0	0	0	notsig
FBgn0033303	0	0	0	0	0	0	notsig
FBgn0033304	0	0	0	0	0	0	notsig
FBgn0259226	0	0	0	0	0	0	notsig
FBgn0033307	0	0	0	0	0	0	notsig
FBgn0262812	0	0	0	0	0	0	notsig
FBgn0033308	0	0	0	0	0	0	notsig
FBgn0033309	0	0	0	0	0	0	notsig
FBgn0267792	0	0	0	0	0	0	notsig
FBgn0033312	0	0	0	0	0	0	notsig
FBgn0033313	0	0	0	0	0	0	notsig
FBgn0022027	0	0	0	0	0	0	notsig
FBgn0033315	0	0	0	0	0	0	notsig
FBgn0033316	0	0	0	0	0	0	notsig
FBgn0033317	1	0	0	1	0	1	noexon
FBgn0003892	1	1	0	1	1	1	both
FBgn0265308	0	0	0	0	0	0	notsig
FBgn0263120	0	0	0	0	0	0	notsig
FBgn0050354	0	0	0	0	0	0	notsig
FBgn0050355	0	0	0	0	0	0	notsig
FBgn0011906	0	0	0	0	0	0	notsig
FBgn0001285	0	0	0	0	0	0	notsig
FBgn0033320	0	0	0	0	0	0	notsig
FBgn0033321	0	0	0	0	0	0	notsig
FBgn0033322	0	0	0	0	0	0	notsig
FBgn0033323	0	0	0	0	0	0	notsig
FBgn0033324	0	0	0	0	0	0	notsig
FBgn0043576	0	0	0	0	0	0	notsig
FBgn0033326	0	0	0	0	0	0	notsig
FBgn0033327	0	0	0	0	0	0	notsig
FBgn0043575	0	0	0	0	0	0	notsig
FBgn0040777	0	0	0	0	0	0	notsig
FBgn0050357	0	0	0	0	0	0	notsig
FBgn0005695	0	0	0	0	0	0	notsig
FBgn0050356	0	0	0	0	0	0	notsig
FBgn0086784	0	0	0	0	0	0	notsig
FBgn0027585	0	1	0	1	0	1	noexon
FBgn0261267	0	0	0	0	0	0	notsig
FBgn0265304	0	0	0	0	0	0	notsig
FBgn0265305	0	1	0	1	0	1	noexon
FBgn0033330	0	0	0	0	0	0	notsig
FBgn0024189	1	0	1	1	0	1	noexon
FBgn0050350	0	0	0	0	0	0	notsig
FBgn0011286	0	0	0	0	0	0	notsig
FBgn0033337	0	0	0	0	0	0	notsig
FBgn0033339	0	0	0	0	0	0	notsig
FBgn0266729	0	0	0	0	0	0	notsig
FBgn0027513	0	0	0	0	0	0	notsig
FBgn0033341	0	0	0	0	0	0	notsig
FBgn0004921	0	0	0	0	0	0	notsig
FBgn0284436	0	0	0	0	0	0	notsig
FBgn0050349	0	0	0	0	0	0	notsig
FBgn0033344	0	0	0	0	0	0	notsig
FBgn0003074	0	0	0	0	0	0	notsig
FBgn0002552	0	0	0	0	0	0	notsig
FBgn0085248	0	0	0	0	0	0	notsig
FBgn0033347	0	0	0	0	0	0	notsig
FBgn0033348	0	0	0	0	0	0	notsig
FBgn0033349	0	0	0	0	0	0	notsig
FBgn0033350	0	0	0	0	0	0	notsig
FBgn0033351	0	0	0	0	0	0	notsig
FBgn0033352	0	0	0	0	0	0	notsig
FBgn0033353	0	0	0	0	0	0	notsig
FBgn0033354	0	0	0	0	0	0	notsig
FBgn0033355	0	0	0	0	0	0	notsig
FBgn0265300	0	0	0	0	0	0	notsig
FBgn0265301	0	0	0	0	0	0	notsig
FBgn0027607	0	0	0	0	0	0	notsig
FBgn0053199	0	0	0	0	0	0	notsig
FBgn0033356	0	0	0	0	0	0	notsig
FBgn0033357	0	0	0	0	0	0	notsig
FBgn0011300	0	0	0	0	0	0	notsig
FBgn0033358	0	0	0	0	0	0	notsig
FBgn0033359	1	0	0	1	1	0	exon
FBgn0265011	0	0	0	0	0	0	notsig
FBgn0033362	1	1	0	1	1	0	exon
FBgn0033363	0	0	0	0	0	0	notsig
FBgn0033364	0	0	0	0	0	0	notsig
FBgn0033365	0	0	0	0	0	1	noexon
FBgn0033366	0	0	0	0	0	0	notsig
FBgn0033367	0	0	0	0	0	0	notsig
FBgn0033368	0	0	0	0	0	0	notsig
FBgn0033369	0	0	0	0	0	0	notsig
FBgn0011746	1	0	0	1	0	1	noexon
FBgn0267586	0	0	0	0	0	0	notsig
FBgn0025709	0	1	0	1	0	1	noexon
FBgn0033371	0	0	0	0	0	0	notsig
FBgn0033372	0	0	0	0	0	0	notsig
FBgn0010220	0	0	0	0	0	0	notsig
FBgn0033373	0	0	0	0	0	0	notsig
FBgn0033374	0	0	0	0	0	0	notsig
FBgn0033375	0	0	0	0	0	0	notsig
FBgn0033376	0	0	0	0	0	0	notsig
FBgn0015838	0	0	0	0	0	0	notsig
FBgn0033377	0	0	0	0	0	0	notsig
FBgn0033378	0	0	0	0	0	0	notsig
FBgn0033379	0	0	0	0	0	0	notsig
FBgn0033380	0	0	0	0	0	0	notsig
FBgn0003612	0	0	0	0	0	0	notsig
FBgn0033381	0	0	0	0	0	0	notsig
FBgn0027561	0	0	0	0	0	0	notsig
FBgn0033382	0	0	0	0	0	0	notsig
FBgn0260972	0	0	0	0	0	0	notsig
FBgn0028955	0	0	0	0	0	0	notsig
FBgn0265313	0	0	0	0	0	0	notsig
FBgn0086656	0	0	0	0	0	0	notsig
FBgn0050342	0	0	0	0	0	0	notsig
FBgn0050344	1	0	0	1	1	0	exon
FBgn0050345	0	0	0	0	0	0	notsig
FBgn0033387	0	0	0	0	0	0	notsig
FBgn0265310	0	0	0	0	0	0	notsig
FBgn0033388	0	0	0	0	0	0	notsig
FBgn0033389	0	0	0	0	0	0	notsig
FBgn0259728	0	0	0	0	0	0	notsig
FBgn0015477	0	0	0	0	0	0	notsig
FBgn0002567	0	0	0	0	0	0	notsig
FBgn0265311	0	0	0	0	0	0	notsig
FBgn0033391	0	0	0	0	0	0	notsig
FBgn0266486	0	0	0	0	0	0	notsig
FBgn0015561	0	0	0	0	0	0	notsig
FBgn0033392	0	0	0	0	0	0	notsig
FBgn0262515	0	0	0	0	0	0	notsig
FBgn0266847	0	0	0	0	0	0	notsig
FBgn0265644	0	0	0	0	0	0	notsig
FBgn0010114	1	1	0	1	0	1	noexon
FBgn0033395	0	0	0	0	0	0	notsig
FBgn0015037	0	0	0	0	0	0	notsig
FBgn0033397	0	0	0	0	0	0	notsig
FBgn0050343	0	0	0	0	0	0	notsig
FBgn0020621	1	0	0	1	0	1	noexon
FBgn0083977	1	0	0	1	1	0	exon
FBgn0033401	0	0	0	0	0	0	notsig
FBgn0026326	0	0	0	0	0	0	notsig
FBgn0028408	0	0	1	1	0	1	noexon
FBgn0033402	1	0	0	1	1	0	exon
FBgn0033403	1	0	0	1	1	1	both
FBgn0033405	1	0	0	1	0	1	noexon
FBgn0267578	0	0	0	0	0	0	notsig
FBgn0033404	0	0	0	0	0	0	notsig
FBgn0010549	0	0	0	0	0	0	notsig
FBgn0033408	0	0	0	0	0	0	notsig
FBgn0028473	0	0	0	0	0	0	notsig
FBgn0016970	0	0	0	0	0	0	notsig
FBgn0053774	0	0	0	0	0	0	notsig
FBgn0016078	1	0	0	1	0	1	noexon
FBgn0041087	0	0	0	0	0	0	notsig
FBgn0033412	0	0	0	0	0	0	notsig
FBgn0033413	1	0	0	1	1	0	exon
FBgn0017558	0	0	0	0	0	0	notsig
FBgn0029092	0	0	0	0	0	0	notsig
FBgn0266860	0	0	0	0	0	0	notsig
FBgn0259234	1	0	0	1	1	0	exon
FBgn0053758	0	0	0	0	0	0	notsig
FBgn0053757	0	0	0	0	0	0	notsig
FBgn0004360	0	0	0	0	0	0	notsig
FBgn0259246	0	0	0	0	0	0	notsig
FBgn0033421	0	0	0	0	0	0	notsig
FBgn0263660	0	0	0	0	0	0	notsig
FBgn0266819	1	0	0	1	1	0	exon
FBgn0033422	1	0	0	1	1	0	exon
FBgn0033423	0	0	0	0	0	0	notsig
FBgn0085436	0	0	0	0	0	0	notsig
FBgn0033426	0	0	0	0	0	0	notsig
FBgn0033427	0	0	0	0	0	0	notsig
FBgn0033428	0	0	0	0	0	0	notsig
FBgn0033429	0	0	0	0	0	0	notsig
FBgn0285949	0	0	0	0	0	0	notsig
FBgn0261016	0	0	0	0	0	0	notsig
FBgn0033431	0	0	0	0	0	0	notsig
FBgn0010342	0	0	0	0	0	0	notsig
FBgn0050338	0	0	0	0	0	0	notsig
FBgn0033434	0	0	0	0	0	0	notsig
FBgn0050340	0	0	0	0	0	0	notsig
FBgn0050339	0	0	0	0	0	0	notsig
FBgn0265312	0	0	0	0	0	0	notsig
FBgn0050000	0	0	0	0	0	0	notsig
FBgn0050005	1	0	0	1	1	0	exon
FBgn0033437	1	0	0	1	1	0	exon
FBgn0264878	0	0	0	0	0	0	notsig
FBgn0033438	1	1	0	1	0	1	noexon
FBgn0264879	0	0	0	0	0	0	notsig
FBgn0023143	0	0	0	0	0	0	notsig
FBgn0260474	0	0	0	0	0	0	notsig
FBgn0033439	0	0	0	0	0	0	notsig
FBgn0033440	0	1	0	1	1	0	exon
FBgn0265338	0	0	0	0	0	0	notsig
FBgn0010316	0	0	0	0	0	0	notsig
FBgn0259678	0	0	0	0	0	0	notsig
FBgn0262594	0	0	0	0	0	0	notsig
FBgn0005614	0	0	0	0	0	0	notsig
FBgn0033442	0	0	0	0	0	0	notsig
FBgn0265103	0	0	0	0	0	0	notsig
FBgn0027589	1	0	0	1	0	1	noexon
FBgn0265105	0	0	0	0	0	0	notsig
FBgn0265106	0	0	0	0	0	0	notsig
FBgn0033443	1	0	0	1	0	1	noexon
FBgn0033446	0	0	0	0	0	0	notsig
FBgn0040092	0	0	0	0	0	0	notsig
FBgn0040093	0	0	0	0	0	0	notsig
FBgn0054033	0	0	0	0	0	0	notsig
FBgn0050001	0	0	0	0	0	0	notsig
FBgn0033447	0	0	0	0	0	0	notsig
FBgn0033448	1	0	0	1	0	1	noexon
FBgn0033449	0	0	0	0	0	0	notsig
FBgn0033450	0	0	0	0	0	0	notsig
FBgn0266186	0	0	0	0	0	0	notsig
FBgn0033453	0	0	0	0	0	0	notsig
FBgn0023180	0	0	0	0	0	0	notsig
FBgn0023175	0	0	0	0	0	0	notsig
FBgn0033454	0	0	0	0	0	0	notsig
FBgn0027580	1	0	0	1	1	0	exon
FBgn0265339	0	0	0	0	0	0	notsig
FBgn0050010	0	0	0	0	0	0	notsig
FBgn0285962	0	0	0	0	0	0	notsig
FBgn0033457	0	0	0	0	0	0	notsig
FBgn0266631	0	0	0	0	0	0	notsig
FBgn0033459	0	0	0	0	0	0	notsig
FBgn0033460	0	0	0	0	0	0	notsig
FBgn0267023	0	0	0	0	0	0	notsig
FBgn0033463	0	0	0	0	0	0	notsig
FBgn0033461	0	0	0	0	0	0	notsig
FBgn0050008	0	0	0	0	0	0	notsig
FBgn0285892	0	0	0	0	0	0	notsig
FBgn0033464	0	0	0	0	0	0	notsig
FBgn0000715	0	0	0	0	0	0	notsig
FBgn0033465	0	0	0	0	0	0	notsig
FBgn0011656	0	0	0	0	0	0	notsig
FBgn0283510	0	0	1	1	0	1	noexon
FBgn0033468	0	0	0	0	0	0	notsig
FBgn0033469	0	0	0	0	0	0	notsig
FBgn0027619	0	0	0	0	0	0	notsig
FBgn0033471	0	0	0	0	0	0	notsig
FBgn0264599	1	0	0	1	1	0	exon
FBgn0000606	0	0	0	0	0	0	notsig
FBgn0266863	0	0	0	0	0	0	notsig
FBgn0261014	0	0	0	0	0	0	notsig
FBgn0022382	0	0	0	0	0	0	notsig
FBgn0033473	0	0	0	0	0	0	notsig
FBgn0033474	0	0	0	0	0	0	notsig
FBgn0033475	0	0	0	0	0	0	notsig
FBgn0033476	0	0	0	0	0	0	notsig
FBgn0085249	0	0	0	0	0	0	notsig
FBgn0265341	0	0	0	0	0	0	notsig
FBgn0040773	0	0	0	0	0	0	notsig
FBgn0263260	0	0	0	0	0	0	notsig
FBgn0262169	0	0	0	0	0	0	notsig
FBgn0265344	0	0	0	0	0	0	notsig
FBgn0010385	0	0	0	0	0	0	notsig
FBgn0033479	0	0	0	0	0	0	notsig
FBgn0033480	0	0	0	0	0	0	notsig
FBgn0013435	0	0	0	0	0	0	notsig
FBgn0033481	0	0	0	0	0	0	notsig
FBgn0033482	0	0	0	0	0	0	notsig
FBgn0033483	0	0	0	0	0	0	notsig
FBgn0033484	0	0	0	0	0	0	notsig
FBgn0028560	0	0	0	0	0	0	notsig
FBgn0001291	0	0	0	0	0	0	notsig
FBgn0033485	0	0	0	0	0	0	notsig
FBgn0004907	0	0	0	0	0	0	notsig
FBgn0003071	0	0	0	0	0	0	notsig
FBgn0033486	0	0	0	0	0	0	notsig
FBgn0010531	0	0	0	0	0	0	notsig
FBgn0050011	1	0	0	1	0	1	noexon
FBgn0284235	1	0	0	1	0	1	noexon
FBgn0033490	1	0	0	1	1	0	exon
FBgn0263444	0	0	0	0	0	0	notsig
FBgn0026388	0	0	0	0	0	0	notsig
FBgn0033491	0	0	0	0	0	0	notsig
FBgn0033494	1	1	0	1	0	1	noexon
FBgn0266626	0	0	0	0	0	0	notsig
FBgn0265512	0	0	0	0	0	0	notsig
FBgn0085250	0	0	0	0	0	0	notsig
FBgn0000448	1	0	0	1	1	0	exon
FBgn0284237	0	0	0	0	0	0	notsig
FBgn0033497	1	0	0	1	1	0	exon
FBgn0284238	0	0	0	0	0	0	notsig
FBgn0266803	0	0	0	0	0	0	notsig
FBgn0005619	0	1	0	1	1	1	both
FBgn0033498	0	0	0	0	0	0	notsig
FBgn0033499	0	0	0	0	0	0	notsig
FBgn0033500	1	0	0	1	1	1	both
FBgn0003660	1	0	0	1	1	0	exon
FBgn0033501	0	0	0	0	0	0	notsig
FBgn0050009	0	0	0	0	0	0	notsig
FBgn0033502	1	0	0	1	1	0	exon
FBgn0033504	1	0	0	1	1	0	exon
FBgn0028426	0	0	0	0	0	0	notsig
FBgn0033507	0	0	0	0	0	0	notsig
FBgn0033508	0	0	0	0	0	0	notsig
FBgn0026403	0	0	0	0	0	0	notsig
FBgn0250822	0	0	0	0	0	0	notsig
FBgn0261698	1	1	0	1	1	1	both
FBgn0262791	0	0	0	0	0	0	notsig
FBgn0262836	0	0	0	0	0	0	notsig
FBgn0284083	0	0	0	0	0	0	notsig
FBgn0033512	0	0	0	0	0	0	notsig
FBgn0263271	0	0	0	0	0	0	notsig
FBgn0261686	0	0	0	0	0	0	notsig
FBgn0041242	0	1	0	1	1	0	exon
FBgn0265141	0	0	0	0	0	0	notsig
FBgn0033515	0	0	0	0	0	0	notsig
FBgn0033516	0	0	0	0	0	0	notsig
FBgn0053477	0	0	0	0	0	0	notsig
FBgn0053476	0	0	0	0	0	0	notsig
FBgn0053475	0	0	0	0	0	0	notsig
FBgn0033518	1	1	0	1	1	0	exon
FBgn0033519	1	0	0	1	0	1	noexon
FBgn0053474	1	0	0	1	1	0	exon
FBgn0033520	0	0	0	0	0	0	notsig
FBgn0033521	0	0	0	0	0	0	notsig
FBgn0262114	0	0	1	1	1	0	exon
FBgn0033523	0	0	0	0	0	0	notsig
FBgn0001122	0	1	0	1	1	1	both
FBgn0033524	0	0	0	0	0	0	notsig
FBgn0033526	1	0	0	1	1	0	exon
FBgn0033527	0	0	0	0	0	0	notsig
FBgn0261862	0	1	0	1	0	1	noexon
FBgn0033528	0	0	0	0	0	0	notsig
FBgn0033529	0	0	0	0	0	0	notsig
FBgn0264817	0	0	0	0	0	0	notsig
FBgn0283521	1	1	0	1	1	0	exon
FBgn0283426	0	0	0	0	0	1	noexon
FBgn0263102	1	0	0	1	0	1	noexon
FBgn0033538	1	0	0	1	1	0	exon
FBgn0033539	0	0	0	0	0	0	notsig
FBgn0033540	0	0	0	0	0	0	notsig
FBgn0033541	0	0	0	0	0	0	notsig
FBgn0265645	0	1	0	1	0	1	noexon
FBgn0267949	0	0	0	0	0	0	notsig
FBgn0024836	1	1	0	1	1	0	exon
FBgn0005586	0	1	0	1	1	0	exon
FBgn0033542	0	0	0	0	0	0	notsig
FBgn0033543	0	0	0	0	0	0	notsig
FBgn0033544	0	0	0	0	0	0	notsig
FBgn0024956	0	0	0	0	0	0	notsig
FBgn0053144	0	1	0	1	0	1	noexon
FBgn0263802	0	0	0	0	0	0	notsig
FBgn0265345	0	0	0	0	0	0	notsig
FBgn0265346	0	0	0	0	0	0	notsig
FBgn0265347	0	0	0	0	0	0	notsig
FBgn0050018	0	0	0	0	0	0	notsig
FBgn0027499	0	0	0	0	0	0	notsig
FBgn0033547	0	0	0	0	0	0	notsig
FBgn0033548	0	0	0	0	0	0	notsig
FBgn0033549	0	0	0	0	0	0	notsig
FBgn0033550	0	0	0	0	0	0	notsig
FBgn0033551	0	0	0	0	0	0	notsig
FBgn0086898	0	0	0	0	0	0	notsig
FBgn0029134	0	0	0	0	0	0	notsig
FBgn0033554	0	0	0	0	0	0	notsig
FBgn0033555	0	0	0	0	0	0	notsig
FBgn0033556	0	0	0	0	0	0	notsig
FBgn0033557	0	0	0	0	0	0	notsig
FBgn0033558	0	0	0	0	0	0	notsig
FBgn0027525	0	0	0	0	0	0	notsig
FBgn0050015	1	1	0	1	1	1	both
FBgn0266629	0	0	0	0	0	0	notsig
FBgn0265348	0	0	0	0	0	0	notsig
FBgn0050016	0	0	0	0	0	0	notsig
FBgn0263510	1	0	0	1	1	0	exon
